estuary	CommonName	LifeStage	SalZone	Winter	Spring	Summer	Fall	All	TaxaName	State	Latitude	Longitude	Count	PctDensity
MASSACHUSETTS BAY	BLUE MUSSEL	ADULTS	>25 ppt	5	5	5	5	5	"BLUE MUSSEL, ADULTS, >25 ppt"	MA	42.375	-70.7837	5	0.010659087
MASSACHUSETTS BAY	BLUEBACK HERRING	ADULTS	>25 ppt	2	2.333333333	3	2.666666667	2.5	"BLUEBACK HERRING, ADULTS, >25 ppt"	MA	42.375	-70.7837	2.5	0.005329543
MASSACHUSETTS BAY	BLUEFISH	ADULTS	>25 ppt	0	0.666666667	3	2	1.416666667	"BLUEFISH, ADULTS, >25 ppt"	MA	42.375	-70.7837	1.416666667	0.003020075
MASSACHUSETTS BAY	BUTTERFISH	ADULTS	>25 ppt	0	0	2.666666667	1.666666667	1.083333333	"BUTTERFISH, ADULTS, >25 ppt"	MA	42.375	-70.7837	1.083333333	0.002309469
MASSACHUSETTS BAY	CUNNER	ADULTS	>25 ppt	4	4	4	4	4	"CUNNER, ADULTS, >25 ppt"	MA	42.375	-70.7837	4	0.008527269
MASSACHUSETTS BAY	DAGGERBLADE GRASS SHRIMP	ADULTS	>25 ppt	2	2.333333333	3	3	2.583333333	"DAGGERBLADE GRASS SHRIMP, ADULTS, >25 ppt"	MA	42.375	-70.7837	2.583333333	0.005507195
MASSACHUSETTS BAY	EASTERN OYSTER	ADULTS	>25 ppt	0	0	0	0	0	"EASTERN OYSTER, ADULTS, >25 ppt"	MA	42.375	-70.7837	0	0
MASSACHUSETTS BAY	FOURSPINE STICKLEBACK	ADULTS	>25 ppt	3	3	3	3	3	"FOURSPINE STICKLEBACK, ADULTS, >25 ppt"	MA	42.375	-70.7837	3	0.006395452
MASSACHUSETTS BAY	GREEN CRAB	ADULTS	>25 ppt	4	4	4	4	4	"GREEN CRAB, ADULTS, >25 ppt"	MA	42.375	-70.7837	4	0.008527269
MASSACHUSETTS BAY	GREEN SEA URCHIN	ADULTS	>25 ppt	3	3	3	3	3	"GREEN SEA URCHIN, ADULTS, >25 ppt"	MA	42.375	-70.7837	3	0.006395452
MASSACHUSETTS BAY	GRUBBY	ADULTS	>25 ppt	2	2	2	2	2	"GRUBBY, ADULTS, >25 ppt"	MA	42.375	-70.7837	2	0.004263635
MASSACHUSETTS BAY	HADDOCK	ADULTS	>25 ppt	2	2	2	2	2	"HADDOCK, ADULTS, >25 ppt"	MA	42.375	-70.7837	2	0.004263635
MASSACHUSETTS BAY	JONAH CRAB	ADULTS	>25 ppt	3	3	3	3	3	"JONAH CRAB, ADULTS, >25 ppt"	MA	42.375	-70.7837	3	0.006395452
MASSACHUSETTS BAY	LONGHORN SCULPIN	ADULTS	>25 ppt	4	4	4	4	4	"LONGHORN SCULPIN, ADULTS, >25 ppt"	MA	42.375	-70.7837	4	0.008527269
MASSACHUSETTS BAY	MUMMICHOG	ADULTS	>25 ppt	3	3.666666667	4	4	3.666666667	"MUMMICHOG, ADULTS, >25 ppt"	MA	42.375	-70.7837	3.666666667	0.007816664
MASSACHUSETTS BAY	NINESPINE STICKLEBACK	ADULTS	>25 ppt	2	2	2	2	2	"NINESPINE STICKLEBACK, ADULTS, >25 ppt"	MA	42.375	-70.7837	2	0.004263635
MASSACHUSETTS BAY	NORTHERN PIPEFISH	ADULTS	>25 ppt	2	3	3	3	2.75	"NORTHERN PIPEFISH, ADULTS, >25 ppt"	MA	42.375	-70.7837	2.75	0.005862498
MASSACHUSETTS BAY	NORTHERN SEAROBIN	ADULTS	>25 ppt	0	1	3	2	1.5	"NORTHERN SEAROBIN, ADULTS, >25 ppt"	MA	42.375	-70.7837	1.5	0.003197726
MASSACHUSETTS BAY	NORTHERN SHRIMP	ADULTS	>25 ppt	4	2.666666667	0	1.333333333	2	"NORTHERN SHRIMP, ADULTS, >25 ppt"	MA	42.375	-70.7837	2	0.004263635
MASSACHUSETTS BAY	OCEAN POUT	ADULTS	>25 ppt	3	3.666666667	3.333333333	3	3.25	"OCEAN POUT, ADULTS, >25 ppt"	MA	42.375	-70.7837	3.25	0.006928406
MASSACHUSETTS BAY	POLLOCK	ADULTS	>25 ppt	3	3	2.333333333	3	2.833333333	"POLLOCK, ADULTS, >25 ppt"	MA	42.375	-70.7837	2.833333333	0.006040149
MASSACHUSETTS BAY	QUAHOG	ADULTS	>25 ppt	3	3	3	3	3	"QUAHOG, ADULTS, >25 ppt"	MA	42.375	-70.7837	3	0.006395452
MASSACHUSETTS BAY	RAINBOW SMELT	ADULTS	>25 ppt	3	3	2.333333333	2.666666667	2.75	"RAINBOW SMELT, ADULTS, >25 ppt"	MA	42.375	-70.7837	2.75	0.005862498
MASSACHUSETTS BAY	RED HAKE	ADULTS	>25 ppt	3	3	3	3	3	"RED HAKE, ADULTS, >25 ppt"	MA	42.375	-70.7837	3	0.006395452
MASSACHUSETTS BAY	ROCK GUNNEL	ADULTS	>25 ppt	3	3	3	3	3	"ROCK GUNNEL, ADULTS, >25 ppt"	MA	42.375	-70.7837	3	0.006395452
MASSACHUSETTS BAY	SCUP	ADULTS	>25 ppt	0	0.666666667	2	1.333333333	1	"SCUP, ADULTS, >25 ppt"	MA	42.375	-70.7837	1	0.002131817
MASSACHUSETTS BAY	SEA SCALLOP	ADULTS	>25 ppt	3	3	3	3	3	"SEA SCALLOP, ADULTS, >25 ppt"	MA	42.375	-70.7837	3	0.006395452
MASSACHUSETTS BAY	SEVENSPINE BAY SHRIMP	ADULTS	>25 ppt	5	5	5	5	5	"SEVENSPINE BAY SHRIMP, ADULTS, >25 ppt"	MA	42.375	-70.7837	5	0.010659087
MASSACHUSETTS BAY	SHORTHORN SCULPIN	ADULTS	>25 ppt	2	2	2	2	2	"SHORTHORN SCULPIN, ADULTS, >25 ppt"	MA	42.375	-70.7837	2	0.004263635
MASSACHUSETTS BAY	SHORTNOSE STURGEON	ADULTS	>25 ppt	0	0	0	0	0	"SHORTNOSE STURGEON, ADULTS, >25 ppt"	MA	42.375	-70.7837	0	0
MASSACHUSETTS BAY	SILVER HAKE	ADULTS	>25 ppt	0.666666667	2	3	3	2.166666667	"SILVER HAKE, ADULTS, >25 ppt"	MA	42.375	-70.7837	2.166666667	0.004618938
MASSACHUSETTS BAY	SILVERSIDES	ADULTS	>25 ppt	3	4.333333333	5	4.666666667	4.25	"SILVERSIDES, ADULTS, >25 ppt"	MA	42.375	-70.7837	4.25	0.009060224
MASSACHUSETTS BAY	SKATES	ADULTS	>25 ppt	3	3.666666667	4	3.333333333	3.5	"SKATES, ADULTS, >25 ppt"	MA	42.375	-70.7837	3.5	0.007461361
MASSACHUSETTS BAY	SMOOTH FLOUNDER	ADULTS	>25 ppt	2	2	2	2	2	"SMOOTH FLOUNDER, ADULTS, >25 ppt"	MA	42.375	-70.7837	2	0.004263635
MASSACHUSETTS BAY	SOFTSHELL CLAM	ADULTS	>25 ppt	4	4	4	4	4	"SOFTSHELL CLAM, ADULTS, >25 ppt"	MA	42.375	-70.7837	4	0.008527269
MASSACHUSETTS BAY	SPINY DOGFISH	ADULTS	>25 ppt	0	0.666666667	3.666666667	3	1.833333333	"SPINY DOGFISH, ADULTS, >25 ppt"	MA	42.375	-70.7837	1.833333333	0.003908332
MASSACHUSETTS BAY	STRIPED BASS	ADULTS	>25 ppt	0	2	3	2.666666667	1.916666667	"STRIPED BASS, ADULTS, >25 ppt"	MA	42.375	-70.7837	1.916666667	0.004085983
MASSACHUSETTS BAY	TAUTOG	ADULTS	>25 ppt	3	3	3	3	3	"TAUTOG, ADULTS, >25 ppt"	MA	42.375	-70.7837	3	0.006395452
MASSACHUSETTS BAY	THREESPINE STICKLEBACK	ADULTS	>25 ppt	3	2.666666667	2.333333333	3	2.75	"THREESPINE STICKLEBACK, ADULTS, >25 ppt"	MA	42.375	-70.7837	2.75	0.005862498
MASSACHUSETTS BAY	WHITE HAKE	ADULTS	>25 ppt	2	3	3	2.333333333	2.583333333	"WHITE HAKE, ADULTS, >25 ppt"	MA	42.375	-70.7837	2.583333333	0.005507195
MASSACHUSETTS BAY	WHITE PERCH	ADULTS	>25 ppt	0	0	0	0	0	"WHITE PERCH, ADULTS, >25 ppt"	MA	42.375	-70.7837	0	0
MASSACHUSETTS BAY	WINDOWPANE FLOUNDER	ADULTS	>25 ppt	2	3	3	3	2.75	"WINDOWPANE FLOUNDER, ADULTS, >25 ppt"	MA	42.375	-70.7837	2.75	0.005862498
MASSACHUSETTS BAY	WINTER FLOUNDER	ADULTS	>25 ppt	5	5	5	5	5	"WINTER FLOUNDER, ADULTS, >25 ppt"	MA	42.375	-70.7837	5	0.010659087
MASSACHUSETTS BAY	YELLOWTAIL FLOUNDER	ADULTS	>25 ppt	3	3	3	3	3	"YELLOWTAIL FLOUNDER, ADULTS, >25 ppt"	MA	42.375	-70.7837	3	0.006395452
WAQUOIT BAY	ALEWIFE	ADULTS	0.5-25 ppt	0	3	1	0	1	"ALEWIFE, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	1	0.001875293
WAQUOIT BAY	ALEWIFE	ADULTS	>25 ppt	0	3	2.666666667	1.333333333	1.75	"ALEWIFE, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.75	0.003281763
WAQUOIT BAY	AMERICAN EEL	ADULTS	0.5-25 ppt	0	0	0.666666667	2.666666667	0.833333333	"AMERICAN EEL, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0.833333333	0.001562744
WAQUOIT BAY	AMERICAN EEL	ADULTS	>25 ppt	0	0	0.666666667	2.666666667	0.833333333	"AMERICAN EEL, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0.833333333	0.001562744
WAQUOIT BAY	AMERICAN LOBSTER	ADULTS	0.5-25 ppt	0	0	0	0	0	"AMERICAN LOBSTER, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	AMERICAN LOBSTER	ADULTS	>25 ppt	0.666666667	1.333333333	2	2	1.5	"AMERICAN LOBSTER, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.5	0.00281294
WAQUOIT BAY	AMERICAN SAND LANCE	ADULTS	0.5-25 ppt	2	2	2	2	2	"AMERICAN SAND LANCE, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	AMERICAN SAND LANCE	ADULTS	>25 ppt	3	3	3	3	3	"AMERICAN SAND LANCE, ADULTS, >25 ppt"	MA	41.59845	-70.288792	3	0.005625879
WAQUOIT BAY	AMERICAN SHAD	ADULTS	0.5-25 ppt	0	1.333333333	1.333333333	0	0.666666667	"AMERICAN SHAD, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0.666666667	0.001250195
WAQUOIT BAY	AMERICAN SHAD	ADULTS	>25 ppt	0	1.333333333	1.333333333	0	0.666666667	"AMERICAN SHAD, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0.666666667	0.001250195
WAQUOIT BAY	ATLANTIC COD	ADULTS	0.5-25 ppt	0	0	0	0	0	"ATLANTIC COD, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC COD	ADULTS	>25 ppt	0	0	0	0	0	"ATLANTIC COD, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC CROAKER	ADULTS	0.5-25 ppt	0	0	0	0	0	"ATLANTIC CROAKER, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC CROAKER	ADULTS	>25 ppt	0	0	0	0	0	"ATLANTIC CROAKER, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC HERRING	ADULTS	0.5-25 ppt	0	0	0	0	0	"ATLANTIC HERRING, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC HERRING	ADULTS	>25 ppt	2	2	2	2	2	"ATLANTIC HERRING, ADULTS, >25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	ATLANTIC MACKEREL	ADULTS	0.5-25 ppt	0	0	0	0	0	"ATLANTIC MACKEREL, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC MACKEREL	ADULTS	>25 ppt	0	0.666666667	2.666666667	1	1.083333333	"ATLANTIC MACKEREL, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.083333333	0.002031567
WAQUOIT BAY	ATLANTIC MENHADEN	ADULTS	0.5-25 ppt	0	1.333333333	2	2	1.333333333	"ATLANTIC MENHADEN, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	1.333333333	0.002500391
WAQUOIT BAY	ATLANTIC MENHADEN	ADULTS	>25 ppt	0	2	3	2.666666667	1.916666667	"ATLANTIC MENHADEN, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.916666667	0.003594312
WAQUOIT BAY	ATLANTIC SALMON	ADULTS	0.5-25 ppt	0	0	0	0	0	"ATLANTIC SALMON, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC SALMON	ADULTS	>25 ppt	0	0	0	0	0	"ATLANTIC SALMON, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC STINGRAY	ADULTS	0.5-25 ppt	0	0	0	0	0	"ATLANTIC STINGRAY, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC STINGRAY	ADULTS	>25 ppt	0	0	0	0	0	"ATLANTIC STINGRAY, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC STURGEON	ADULTS	0.5-25 ppt	0	0	0	0	0	"ATLANTIC STURGEON, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC STURGEON	ADULTS	>25 ppt	0	0	0	0	0	"ATLANTIC STURGEON, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	ATLANTIC TOMCOD	ADULTS	0.5-25 ppt	2	2	2	2	2	"ATLANTIC TOMCOD, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	ATLANTIC TOMCOD	ADULTS	>25 ppt	2	2	2	2	2	"ATLANTIC TOMCOD, ADULTS, >25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	BAY ANCHOVY	ADULTS	0.5-25 ppt	0	1.333333333	2	2	1.333333333	"BAY ANCHOVY, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	1.333333333	0.002500391
WAQUOIT BAY	BAY ANCHOVY	ADULTS	>25 ppt	0	1.333333333	2	2	1.333333333	"BAY ANCHOVY, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.333333333	0.002500391
WAQUOIT BAY	BAY SCALLOP	ADULTS	0.5-25 ppt	3	3	3	3	3	"BAY SCALLOP, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	3	0.005625879
WAQUOIT BAY	BAY SCALLOP	ADULTS	>25 ppt	3	3	3	3	3	"BAY SCALLOP, ADULTS, >25 ppt"	MA	41.59845	-70.288792	3	0.005625879
WAQUOIT BAY	BLACK DRUM	ADULTS	0.5-25 ppt	0	0	0	0	0	"BLACK DRUM, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	BLACK DRUM	ADULTS	>25 ppt	0	0	0	0	0	"BLACK DRUM, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	BLACK SEA BASS	ADULTS	0.5-25 ppt	0	0	0	0	0	"BLACK SEA BASS, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	BLACK SEA BASS	ADULTS	>25 ppt	0	0.666666667	2	2	1.166666667	"BLACK SEA BASS, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.166666667	0.002187842
WAQUOIT BAY	BLUE CRAB	ADULTS	0.5-25 ppt	0	0.666666667	3	2	1.416666667	"BLUE CRAB, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	1.416666667	0.002656665
WAQUOIT BAY	BLUE CRAB	ADULTS	>25 ppt	0	0.666666667	3	2	1.416666667	"BLUE CRAB, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.416666667	0.002656665
WAQUOIT BAY	BLUE MUSSEL	ADULTS	0.5-25 ppt	2	2	2	2	2	"BLUE MUSSEL, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	BLUE MUSSEL	ADULTS	>25 ppt	2	2	2	2	2	"BLUE MUSSEL, ADULTS, >25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	BLUEBACK HERRING	ADULTS	0.5-25 ppt	0	2	0.666666667	0	0.666666667	"BLUEBACK HERRING, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0.666666667	0.001250195
WAQUOIT BAY	BLUEBACK HERRING	ADULTS	>25 ppt	0	2	2.333333333	1.333333333	1.416666667	"BLUEBACK HERRING, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.416666667	0.002656665
WAQUOIT BAY	BLUEFISH	ADULTS	0.5-25 ppt	0	0.666666667	2	1.333333333	1	"BLUEFISH, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	1	0.001875293
WAQUOIT BAY	BLUEFISH	ADULTS	>25 ppt	0	0.666666667	2.666666667	2.666666667	1.5	"BLUEFISH, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.5	0.00281294
WAQUOIT BAY	BROWN SHRIMP	ADULTS	0.5-25 ppt	0	0	0	0	0	"BROWN SHRIMP, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	BROWN SHRIMP	ADULTS	>25 ppt	0	0	0	0	0	"BROWN SHRIMP, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	BUTTERFISH	ADULTS	0.5-25 ppt	0	0.666666667	2	1.333333333	1	"BUTTERFISH, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	1	0.001875293
WAQUOIT BAY	BUTTERFISH	ADULTS	>25 ppt	0	1	3	2	1.5	"BUTTERFISH, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.5	0.00281294
WAQUOIT BAY	CHANNEL CATFISH	ADULTS	0.5-25 ppt	0	0	0	0	0	"CHANNEL CATFISH, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	CHANNEL CATFISH	ADULTS	>25 ppt	0	0	0	0	0	"CHANNEL CATFISH, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	COWNOSE RAY	ADULTS	0.5-25 ppt	0	0	0	0	0	"COWNOSE RAY, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	COWNOSE RAY	ADULTS	>25 ppt	0	0	0	0	0	"COWNOSE RAY, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	CUNNER	ADULTS	0.5-25 ppt	0	3	3	3	2.25	"CUNNER, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	2.25	0.004219409
WAQUOIT BAY	CUNNER	ADULTS	>25 ppt	2	3.666666667	4	3.666666667	3.333333333	"CUNNER, ADULTS, >25 ppt"	MA	41.59845	-70.288792	3.333333333	0.006250977
WAQUOIT BAY	DAGGERBLADE GRASS SHRIMP	ADULTS	0.5-25 ppt	4	4	4	4	4	"DAGGERBLADE GRASS SHRIMP, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	4	0.007501172
WAQUOIT BAY	DAGGERBLADE GRASS SHRIMP	ADULTS	>25 ppt	4	4	4	4	4	"DAGGERBLADE GRASS SHRIMP, ADULTS, >25 ppt"	MA	41.59845	-70.288792	4	0.007501172
WAQUOIT BAY	EASTERN OYSTER	ADULTS	0.5-25 ppt	2	2	2	2	2	"EASTERN OYSTER, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	EASTERN OYSTER	ADULTS	>25 ppt	2	2	2	2	2	"EASTERN OYSTER, ADULTS, >25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	GOBIES	ADULTS	0.5-25 ppt	2	2	2	2	2	"GOBIES, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	GOBIES	ADULTS	>25 ppt	2	2	2	2	2	"GOBIES, ADULTS, >25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	HADDOCK	ADULTS	0.5-25 ppt	0	0	0	0	0	"HADDOCK, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	HADDOCK	ADULTS	>25 ppt	0	0	0	0	0	"HADDOCK, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	HOGCHOKER	ADULTS	0.5-25 ppt	2	2	2	2	2	"HOGCHOKER, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	HOGCHOKER	ADULTS	>25 ppt	2	2	2	2	2	"HOGCHOKER, ADULTS, >25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	KILLIFISHES	ADULTS	0.5-25 ppt	5	5	5	5	5	"KILLIFISHES, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	5	0.009376465
WAQUOIT BAY	KILLIFISHES	ADULTS	>25 ppt	5	5	5	5	5	"KILLIFISHES, ADULTS, >25 ppt"	MA	41.59845	-70.288792	5	0.009376465
WAQUOIT BAY	MULLETS	ADULTS	0.5-25 ppt	0	0.666666667	2	1.333333333	1	"MULLETS, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	1	0.001875293
WAQUOIT BAY	MULLETS	ADULTS	>25 ppt	0	0.666666667	2	1.333333333	1	"MULLETS, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1	0.001875293
WAQUOIT BAY	NORTHERN KINGFISH	ADULTS	0.5-25 ppt	0	0	0	0	0	"NORTHERN KINGFISH, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	NORTHERN KINGFISH	ADULTS	>25 ppt	0	0.666666667	2	1.333333333	1	"NORTHERN KINGFISH, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1	0.001875293
WAQUOIT BAY	NORTHERN PIPEFISH	ADULTS	0.5-25 ppt	0	1.666666667	3	3	1.916666667	"NORTHERN PIPEFISH, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	1.916666667	0.003594312
WAQUOIT BAY	NORTHERN PIPEFISH	ADULTS	>25 ppt	2	2.666666667	3	3	2.666666667	"NORTHERN PIPEFISH, ADULTS, >25 ppt"	MA	41.59845	-70.288792	2.666666667	0.005000781
WAQUOIT BAY	NORTHERN SEAROBIN	ADULTS	0.5-25 ppt	0	1	3	1.666666667	1.416666667	"NORTHERN SEAROBIN, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	1.416666667	0.002656665
WAQUOIT BAY	NORTHERN SEAROBIN	ADULTS	>25 ppt	0	1	3	1.666666667	1.416666667	"NORTHERN SEAROBIN, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.416666667	0.002656665
WAQUOIT BAY	NORTHERN SHRIMP	ADULTS	0.5-25 ppt	0	0	0	0	0	"NORTHERN SHRIMP, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	NORTHERN SHRIMP	ADULTS	>25 ppt	0	0	0	0	0	"NORTHERN SHRIMP, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	OYSTER TOADFISH	ADULTS	0.5-25 ppt	3	3	3	3	3	"OYSTER TOADFISH, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	3	0.005625879
WAQUOIT BAY	OYSTER TOADFISH	ADULTS	>25 ppt	3	3	3	3	3	"OYSTER TOADFISH, ADULTS, >25 ppt"	MA	41.59845	-70.288792	3	0.005625879
WAQUOIT BAY	PINFISH	ADULTS	0.5-25 ppt	0	0	0	0	0	"PINFISH, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	PINFISH	ADULTS	>25 ppt	0	0	0	0	0	"PINFISH, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	POLLOCK	ADULTS	0.5-25 ppt	0	0	0	0	0	"POLLOCK, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	POLLOCK	ADULTS	>25 ppt	0	0	0	0	0	"POLLOCK, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	QUAHOG	ADULTS	0.5-25 ppt	5	5	5	5	5	"QUAHOG, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	5	0.009376465
WAQUOIT BAY	QUAHOG	ADULTS	>25 ppt	5	5	5	5	5	"QUAHOG, ADULTS, >25 ppt"	MA	41.59845	-70.288792	5	0.009376465
WAQUOIT BAY	RAINBOW SMELT	ADULTS	0.5-25 ppt	2	2	2	2	2	"RAINBOW SMELT, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	RAINBOW SMELT	ADULTS	>25 ppt	2	2	2	2	2	"RAINBOW SMELT, ADULTS, >25 ppt"	MA	41.59845	-70.288792	2	0.003750586
WAQUOIT BAY	RED DRUM	ADULTS	0.5-25 ppt	0	0	0	0	0	"RED DRUM, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	RED DRUM	ADULTS	>25 ppt	0	0	0	0	0	"RED DRUM, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	RED HAKE	ADULTS	0.5-25 ppt	0	0	0	0	0	"RED HAKE, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	RED HAKE	ADULTS	>25 ppt	0	0	0	0	0	"RED HAKE, ADULTS, >25 ppt"	MA	41.59845	-70.288792	0	0
WAQUOIT BAY	SCUP	ADULTS	0.5-25 ppt	0	0.666666667	2	1.333333333	1	"SCUP, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	1	0.001875293
WAQUOIT BAY	SCUP	ADULTS	>25 ppt	0	1	3	2	1.5	"SCUP, ADULTS, >25 ppt"	MA	41.59845	-70.288792	1.5	0.00281294
WAQUOIT BAY	SEVENSPINE BAY SHRIMP	ADULTS	0.5-25 ppt	3.666666667	4.333333333	5	5	4.5	"SEVENSPINE BAY SHRIMP, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	4.5	0.008438819
WAQUOIT BAY	SEVENSPINE BAY SHRIMP	ADULTS	>25 ppt	3.666666667	4.333333333	5	5	4.5	"SEVENSPINE BAY SHRIMP, ADULTS, >25 ppt"	MA	41.59845	-70.288792	4.5	0.008438819
WAQUOIT BAY	SHEEPSHEAD MINNOW	ADULTS	0.5-25 ppt	3	3	3	3	3	"SHEEPSHEAD MINNOW, ADULTS, 0.5-25 ppt"	MA	41.59845	-70.288792	3	0.005625879
WAQUOIT BAY	SHEEPSHEAD MINNOW	ADULTS	>25 ppt	3	3	3	3	3	"SHEEPSHEAD MINNOW, ADULTS, >25 ppt"	MA	41.59845	-70.288792	3	0.005625879
