SITE	SPECIES	TOTAL	TYPE	PTOLR	NATIVE_MBSS	TROPHIC_MBSS	SILT	PIRHALLA	FIBISTRATA	ACREAGE	LEN_SAMP	AVWID	TOTBIOM	Index.Name
EHVA-445-R-1111	LONGNOSE DACE	7	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	706.324932	75	2.825	691	MBSS.2005.Fish
EHVA-445-R-1111	ROSYSIDE DACE	42	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	706.324932	75	2.825	691	MBSS.2005.Fish
EHVA-445-R-1111	BLUE RIDGE SCULPIN	63	SCULPIN	I	N	IS	Y	0	EPIEDMONT	706.324932	75	2.825	691	MBSS.2005.Fish
EHVA-447-R-1111	BLACKNOSE DACE	210	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	1558.540656	75	6.2	2359	MBSS.2005.Fish
EHVA-447-R-1111	WHITE SUCKER	30	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	1558.540656	75	6.2	2359	MBSS.2005.Fish
EHVA-447-R-1111	LONGNOSE DACE	60	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	1558.540656	75	6.2	2359	MBSS.2005.Fish
EHVA-447-R-1111	CUTLIP MINNOW	1	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	1558.540656	75	6.2	2359	MBSS.2005.Fish
EHVA-447-R-1111	CREEK CHUB	151	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	1558.540656	75	6.2	2359	MBSS.2005.Fish
EHVA-447-R-1111	BROWN TROUT	6	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	1558.540656	75	6.2	2359	MBSS.2005.Fish
EHVA-447-R-1111	ROSYSIDE DACE	63	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	1558.540656	75	6.2	2359	MBSS.2005.Fish
EHVA-453-S-1111	BLACKNOSE DACE	31	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	417	75	3.6	785	MBSS.2005.Fish
EHVA-453-S-1111	BROWN TROUT	1	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	417	75	3.6	785	MBSS.2005.Fish
EHVA-453-S-1111	BROOK TROUT	12	NOTYPE	I	N	GE	Y	2.49	EPIEDMONT	417	75	3.6	785	MBSS.2005.Fish
EHVA-453-S-1111	CREEK CHUB	24	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	417	75	3.6	785	MBSS.2005.Fish
EHVA-453-S-1111	ROSYSIDE DACE	31	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	417	75	3.6	785	MBSS.2005.Fish
EHVA-453-S-1111	RIVER CHUB	1	OTHRCYPR	I	N	OM	Y	3.89	EPIEDMONT	417	75	3.6	785	MBSS.2005.Fish
EHVA-453-S-1111	LONGNOSE DACE	6	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	417	75	3.6	785	MBSS.2005.Fish
EHVA-454-R-1111	BLUEGILL	1	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	1085.062766	75	4.05	1425	MBSS.2005.Fish
EHVA-454-R-1111	BLACKNOSE DACE	186	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	1085.062766	75	4.05	1425	MBSS.2005.Fish
EHVA-454-R-1111	BLUE RIDGE SCULPIN	237	SCULPIN	I	N	IS	Y	0	EPIEDMONT	1085.062766	75	4.05	1425	MBSS.2005.Fish
EHVA-454-R-1111	BROWN TROUT	1	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	1085.062766	75	4.05	1425	MBSS.2005.Fish
EHVA-454-R-1111	CREEK CHUB	34	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	1085.062766	75	4.05	1425	MBSS.2005.Fish
EHVA-454-R-1111	LONGNOSE DACE	40	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	1085.062766	75	4.05	1425	MBSS.2005.Fish
EHVA-454-R-1111	ROSYSIDE DACE	1	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	1085.062766	75	4.05	1425	MBSS.2005.Fish
EHVA-454-R-1111	TESSELLATED DARTER	1	DARTER	T	N	IV	N	1.8	EPIEDMONT	1085.062766	75	4.05	1425	MBSS.2005.Fish
EHVA-457-R-1111	CREEK CHUB	133	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	144.111636	75	1.225	1345	MBSS.2005.Fish
EHVA-457-R-1111	BROWN TROUT	1	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	144.111636	75	1.225	1345	MBSS.2005.Fish
EHVA-457-R-1111	LONGNOSE DACE	4	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	144.111636	75	1.225	1345	MBSS.2005.Fish
EHVA-457-R-1111	BLACKNOSE DACE	63	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	144.111636	75	1.225	1345	MBSS.2005.Fish
EHVA-457-R-1111	BLUEGILL	3	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	144.111636	75	1.225	1345	MBSS.2005.Fish
EHVA-535-R-1111	TIGER TROUT	1						NA	EPIEDMONT	1682.636787	75	4.725	1210	MBSS.2005.Fish
EHVA-535-R-1111	BLACKNOSE DACE	169	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	1682.636787	75	4.725	1210	MBSS.2005.Fish
EHVA-535-R-1111	BROWN TROUT	161	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	1682.636787	75	4.725	1210	MBSS.2005.Fish
EHVA-535-R-1111	CREEK CHUB	13	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	1682.636787	75	4.725	1210	MBSS.2005.Fish
EHVA-535-R-1111	LONGNOSE DACE	44	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	1682.636787	75	4.725	1210	MBSS.2005.Fish
EHVA-535-R-1111	ROSYSIDE DACE	4	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	1682.636787	75	4.725	1210	MBSS.2005.Fish
EHVA-535-R-1111	WHITE SUCKER	1	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	1682.636787	75	4.725	1210	MBSS.2005.Fish
EHVA-539-R-1111	BLACKNOSE DACE	91	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	1924.379609	75	3	1640	MBSS.2005.Fish
EHVA-539-R-1111	BROWN TROUT	16	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	1924.379609	75	3	1640	MBSS.2005.Fish
EHVA-539-R-1111	BROOK TROUT	1	NOTYPE	I	N	GE	Y	2.49	EPIEDMONT	1924.379609	75	3	1640	MBSS.2005.Fish
EHVA-539-R-1111	BLUE RIDGE SCULPIN	147	SCULPIN	I	N	IS	Y	0	EPIEDMONT	1924.379609	75	3	1640	MBSS.2005.Fish
EHVA-539-R-1111	CREEK CHUB	11	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	1924.379609	75	3	1640	MBSS.2005.Fish
EHVA-539-R-1111	LONGNOSE DACE	11	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	1924.379609	75	3	1640	MBSS.2005.Fish
EHVA-539-R-1111	ROSYSIDE DACE	42	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	1924.379609	75	3	1640	MBSS.2005.Fish
EHVA-539-R-1111	WHITE SUCKER	1	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	1924.379609	75	3	1640	MBSS.2005.Fish
EHVA-532-R-1111	CREEK CHUB	3	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	2222.610633	75	4	1101	MBSS.2005.Fish
EHVA-532-R-1111	BLACKNOSE DACE	60	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	2222.610633	75	4	1101	MBSS.2005.Fish
EHVA-532-R-1111	LARGEMOUTH BASS	1	NOTYPE	T	IC	TP	N	1.55	EPIEDMONT	2222.610633	75	4	1101	MBSS.2005.Fish
EHVA-532-R-1111	LONGNOSE DACE	15	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	2222.610633	75	4	1101	MBSS.2005.Fish
EHVA-532-R-1111	BROWN TROUT	17	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	2222.610633	75	4	1101	MBSS.2005.Fish
EHVA-532-R-1111	GREEN SUNFISH	4	SUNFISH	T	IC	GE	N	2.52	EPIEDMONT	2222.610633	75	4	1101	MBSS.2005.Fish
EHVA-532-R-1111	WHITE SUCKER	3	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	2222.610633	75	4	1101	MBSS.2005.Fish
EHVA-532-R-1111	BLUEGILL	36	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	2222.610633	75	4	1101	MBSS.2005.Fish
EHVA-644-R-1111	CREEK CHUB	47	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-644-R-1111	CUTLIP MINNOW	55	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-644-R-1111	LONGNOSE DACE	19	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-644-R-1111	COMMON SHINER	4	SHINER	I	N	OM	Y	3.83	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-644-R-1111	BROWN TROUT	15	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-644-R-1111	WHITE SUCKER	95	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-644-R-1111	BLACKNOSE DACE	176	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-644-R-1111	MARGINED MADTOM	1	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-644-R-1111	ROSYSIDE DACE	265	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-644-R-1111	TESSELLATED DARTER	36	DARTER	T	N	IV	N	1.8	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-644-R-1111	NORTHERN HOGSUCKER	23	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	5989.973463	75	4.425	3597	MBSS.2005.Fish
EHVA-646-R-1111	NORTHERN HOGSUCKER	23	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-646-R-1111	ROSYSIDE DACE	208	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-646-R-1111	TESSELLATED DARTER	47	DARTER	T	N	IV	N	1.8	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-646-R-1111	MARGINED MADTOM	15	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-646-R-1111	WHITE SUCKER	86	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-646-R-1111	LONGNOSE DACE	17	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-646-R-1111	CUTLIP MINNOW	51	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-646-R-1111	CREEK CHUB	59	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-646-R-1111	COMMON SHINER	3	SHINER	I	N	OM	Y	3.83	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-646-R-1111	BROWN TROUT	17	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-646-R-1111	BLACKNOSE DACE	340	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	6446.326977	75	6.7	2668	MBSS.2005.Fish
EHVA-6410-R-1111	ROSYFACE SHINER	1	SHINER	NOTYPE	N	IV	Y	3.93	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	BROWN TROUT	67	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	BLACKNOSE DACE	28	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	TESSELLATED DARTER	9	DARTER	T	N	IV	N	1.8	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	BLUE RIDGE SCULPIN	195	SCULPIN	I	N	IS	Y	0	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	COMMON SHINER	22	SHINER	I	N	OM	Y	3.83	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	CREEK CHUB	4	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	CUTLIP MINNOW	26	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	LARGEMOUTH BASS	2	NOTYPE	T	IC	TP	N	1.55	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	LONGNOSE DACE	48	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	NORTHERN HOGSUCKER	3	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	RIVER CHUB	6	OTHRCYPR	I	N	OM	Y	3.89	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	ROSYSIDE DACE	18	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVA-6410-R-1111	WHITE SUCKER	56	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	7366.373023	75	6.175	6327	MBSS.2005.Fish
EHVK-435-S-1111	WHITE CRAPPIE	3	SUNFISH	NOTYPE	IC	GE	N	0	COASTAL	431	75	1.975	841	MBSS.2005.Fish
EHVK-435-S-1111	PUMPKINSEED	79	SUNFISH	T	IY	IV	N	-0.37	COASTAL	431	75	1.975	841	MBSS.2005.Fish
EHVK-435-S-1111	GOLDEN SHINER	52	OTHRCYPR	T	N	OM	N	-2.01	COASTAL	431	75	1.975	841	MBSS.2005.Fish
EHVK-435-S-1111	EASTERN MUDMINNOW	106	NOTYPE	T	N	IV	N	-2.34	COASTAL	431	75	1.975	841	MBSS.2005.Fish
EHVK-435-S-1111	EASTERN MOSQUITOFISH	63	NOTYPE	NOTYPE	N	IV	N	0	COASTAL	431	75	1.975	841	MBSS.2005.Fish
EHVK-435-S-1111	BROWN BULLHEAD	2	NOTYPE	T	N	OM	N	-1.71	COASTAL	431	75	1.975	841	MBSS.2005.Fish
EHVK-435-S-1111	BLUEGILL	13	SUNFISH	T	IC	IV	N	0.63	COASTAL	431	75	1.975	841	MBSS.2005.Fish
EHVK-435-S-1111	AMERICAN EEL	4	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	431	75	1.975	841	MBSS.2005.Fish
EHVK-435-S-1111	REDFIN PICKEREL	3	NOTYPE	T	IY	TP	N	-1.61	COASTAL	431	75	1.975	841	MBSS.2005.Fish
EHVK-447-R-1111	GOLDEN SHINER	6	OTHRCYPR	T	N	OM	N	-2.01	COASTAL	843.319944	75	3.2	4991	MBSS.2005.Fish
EHVK-447-R-1111	EASTERN MUDMINNOW	15	NOTYPE	T	N	IV	N	-2.34	COASTAL	843.319944	75	3.2	4991	MBSS.2005.Fish
EHVK-447-R-1111	EASTERN MOSQUITOFISH	94	NOTYPE	NOTYPE	N	IV	N	0	COASTAL	843.319944	75	3.2	4991	MBSS.2005.Fish
EHVK-447-R-1111	BROWN BULLHEAD	8	NOTYPE	T	N	OM	N	-1.71	COASTAL	843.319944	75	3.2	4991	MBSS.2005.Fish
EHVK-447-R-1111	BLUEGILL	150	SUNFISH	T	IC	IV	N	0.63	COASTAL	843.319944	75	3.2	4991	MBSS.2005.Fish
EHVK-447-R-1111	GREEN SUNFISH	3	SUNFISH	T	IC	GE	N	2.52	COASTAL	843.319944	75	3.2	4991	MBSS.2005.Fish
EHVK-447-R-1111	TESSELLATED DARTER	4	DARTER	T	N	IV	N	1.8	COASTAL	843.319944	75	3.2	4991	MBSS.2005.Fish
EHVK-447-R-1111	LARGEMOUTH BASS	27	NOTYPE	T	IC	TP	N	1.55	COASTAL	843.319944	75	3.2	4991	MBSS.2005.Fish
EHVK-447-R-1111	AMERICAN EEL	121	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	843.319944	75	3.2	4991	MBSS.2005.Fish
EHZN-544-R-1111	TESSELLATED DARTER	13	DARTER	T	N	IV	N	1.8	EPIEDMONT	1114.196445	75	3.475	6506	MBSS.2005.Fish
EHZN-544-R-1111	WHITE SUCKER	6	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	1114.196445	75	3.475	6506	MBSS.2005.Fish
EHZN-544-R-1111	FATHEAD MINNOW	2	OTHRCYPR	NOTYPE	I	OM	N	0.44	EPIEDMONT	1114.196445	75	3.475	6506	MBSS.2005.Fish
EHZN-544-R-1111	CREEK CHUB	27	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	1114.196445	75	3.475	6506	MBSS.2005.Fish
EHZN-544-R-1111	BROWN TROUT	1	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	1114.196445	75	3.475	6506	MBSS.2005.Fish
EHZN-544-R-1111	BLACKNOSE DACE	187	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	1114.196445	75	3.475	6506	MBSS.2005.Fish
EHZN-544-R-1111	AMERICAN EEL	16	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	1114.196445	75	3.475	6506	MBSS.2005.Fish
EHZN-544-R-1111	LONGNOSE DACE	6	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	1114.196445	75	3.475	6506	MBSS.2005.Fish
EHZN-544-R-1111	ROSYSIDE DACE	66	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	1114.196445	75	3.475	6506	MBSS.2005.Fish
EHZN-634-R-1111	FATHEAD MINNOW	129	OTHRCYPR	NOTYPE	I	OM	N	0.44	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	CUTLIP MINNOW	35	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	CREEK CHUB	31	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	BROWN TROUT	7	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	BLUEGILL	1	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	BLACKNOSE DACE	535	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	AMERICAN EEL	40	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	REDBREAST SUNFISH	3	SUNFISH	NOTYPE	IY	GE	N	2.11	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	TESSELLATED DARTER	56	DARTER	T	N	IV	N	1.8	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	LONGNOSE DACE	201	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	WHITE SUCKER	539	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-634-R-1111	ROSYSIDE DACE	117	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	5181.124666	75	8.225	16375	MBSS.2005.Fish
EHZN-638-R-1111	GOLDFISH	1	OTHRCYPR	NOTYPE	I	OM	N	0	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	BLUEGILL	3	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	WHITE SUCKER	327	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	TESSELLATED DARTER	97	DARTER	T	N	IV	N	1.8	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	BLACKNOSE DACE	35	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	GREEN SUNFISH	7	SUNFISH	T	IC	GE	N	2.52	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	FATHEAD MINNOW	82	OTHRCYPR	NOTYPE	I	OM	N	0.44	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	CUTLIP MINNOW	25	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	CREEK CHUB	69	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	BROWN TROUT	11	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	ROSYSIDE DACE	82	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHZN-638-R-1111	AMERICAN EEL	60	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	5146.653519	75	8.325	38168	MBSS.2005.Fish
EHIV-434-R-1111	GREEN SUNFISH	1	SUNFISH	T	IC	GE	N	2.52	COASTAL	810.6279525	75	1.725	288	MBSS.2005.Fish
EHIV-434-R-1111	AMERICAN EEL	2	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	810.6279525	75	1.725	288	MBSS.2005.Fish
EHIV-434-R-1111	EASTERN MUDMINNOW	105	NOTYPE	T	N	IV	N	-2.34	COASTAL	810.6279525	75	1.725	288	MBSS.2005.Fish
EHIV-434-R-1111	PUMPKINSEED	1	SUNFISH	T	IY	IV	N	-0.37	COASTAL	810.6279525	75	1.725	288	MBSS.2005.Fish
EHIV-434-R-1111	REDFIN PICKEREL	1	NOTYPE	T	IY	TP	N	-1.61	COASTAL	810.6279525	75	1.725	288	MBSS.2005.Fish
EHIV-443-R-1111	GREEN SUNFISH	37	SUNFISH	T	IC	GE	N	2.52	COASTAL	1615.918437	75	2.7	823	MBSS.2005.Fish
EHIV-443-R-1111	GOLDEN SHINER	4	OTHRCYPR	T	N	OM	N	-2.01	COASTAL	1615.918437	75	2.7	823	MBSS.2005.Fish
EHIV-443-R-1111	EASTERN MUDMINNOW	21	NOTYPE	T	N	IV	N	-2.34	COASTAL	1615.918437	75	2.7	823	MBSS.2005.Fish
EHIV-443-R-1111	CREEK CHUBSUCKER	1	SUCKER	NOTYPE	N	IV	N	-0.79	COASTAL	1615.918437	75	2.7	823	MBSS.2005.Fish
EHIV-443-R-1111	PIRATE PERCH	9	NOTYPE	T	N	IV	N	-0.86	COASTAL	1615.918437	75	2.7	823	MBSS.2005.Fish
EHIV-443-R-1111	REDFIN PICKEREL	10	NOTYPE	T	IY	TP	N	-1.61	COASTAL	1615.918437	75	2.7	823	MBSS.2005.Fish
EITQ-523-X-1111	AMERICAN EEL	1	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	1338.92	75	3.075	1878	MBSS.2005.Fish
EITQ-523-X-1111	BLACKNOSE DACE	110	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	1338.92	75	3.075	1878	MBSS.2005.Fish
EITQ-523-X-1111	YELLOW BULLHEAD	3	NOTYPE	NOTYPE	N	OM	N	1.62	EPIEDMONT	1338.92	75	3.075	1878	MBSS.2005.Fish
EITQ-523-X-1111	TESSELLATED DARTER	6	DARTER	T	N	IV	N	1.8	EPIEDMONT	1338.92	75	3.075	1878	MBSS.2005.Fish
EITQ-523-X-1111	SWALLOWTAIL SHINER	5	SHINER	NOTYPE	N	IV	Y	2	EPIEDMONT	1338.92	75	3.075	1878	MBSS.2005.Fish
EITQ-523-X-1111	ROSYSIDE DACE	24	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	1338.92	75	3.075	1878	MBSS.2005.Fish
EITQ-523-X-1111	LONGNOSE DACE	17	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	1338.92	75	3.075	1878	MBSS.2005.Fish
EITQ-523-X-1111	GREEN SUNFISH	49	SUNFISH	T	IC	GE	N	2.52	EPIEDMONT	1338.92	75	3.075	1878	MBSS.2005.Fish
EITQ-523-X-1111	CREEK CHUB	31	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	1338.92	75	3.075	1878	MBSS.2005.Fish
EITQ-527-X-1111	GREEN SUNFISH	32	SUNFISH	T	IC	GE	N	2.52	EPIEDMONT	1144.04	75	3.7	1665	MBSS.2005.Fish
EITQ-527-X-1111	AMERICAN EEL	1	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	1144.04	75	3.7	1665	MBSS.2005.Fish
EITQ-527-X-1111	CREEK CHUB	16	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	1144.04	75	3.7	1665	MBSS.2005.Fish
EITQ-527-X-1111	YELLOW BULLHEAD	4	NOTYPE	NOTYPE	N	OM	N	1.62	EPIEDMONT	1144.04	75	3.7	1665	MBSS.2005.Fish
EITQ-527-X-1111	TESSELLATED DARTER	28	DARTER	T	N	IV	N	1.8	EPIEDMONT	1144.04	75	3.7	1665	MBSS.2005.Fish
EITQ-527-X-1111	LONGNOSE DACE	22	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	1144.04	75	3.7	1665	MBSS.2005.Fish
EITQ-527-X-1111	SWALLOWTAIL SHINER	6	SHINER	NOTYPE	N	IV	Y	2	EPIEDMONT	1144.04	75	3.7	1665	MBSS.2005.Fish
