INDEX_NAME	Index_Region	SITE_TYPE	SampleID	TaxaID	N_TAXA	Exclude	NonTarget	Phylum	Class	Order	Family	Subfamily	Tribe	Genus	BCG_Attr	Thermal_Indicator	FFG	Clinger	LongLived	Noteworthy	Habitat	SubPhylum	InfraOrder	Habit	Life_Cycle	TolVal	FFG2	TolVal2
BCG.PacNW.L239	ALL	hi	BIO06600-CANY02_09_08_2016	Leptophlebiidae	1	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae				3	NA	GC	no	FALSE	FALSE	DEPO							
BCG.PacNW.L240	ALL	hi	BIO06600-CANY02_09_08_2016	Limnephilidae	6	TRUE	FALSE	Arthropoda	Insecta	Trichoptera	Limnephilidae				3	NA	SH	no	FALSE	FALSE	DEPO							
BCG.PacNW.L241	ALL	hi	BIO06600-CANY02_09_08_2016	Lumbriculidae	1	FALSE	FALSE	Annelida	Clitellata	Lumbriculida	Lumbriculidae				4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L242	ALL	hi	BIO06600-CANY02_09_08_2016	Micrasema	6	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Brachycentridae			Micrasema	3	cold_cool	MH	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L243	ALL	hi	BIO06600-CANY02_09_08_2016	Micropsectra	100	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Micropsectra	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L244	ALL	hi	BIO06600-CANY02_09_08_2016	Naididae	1	FALSE	FALSE	Annelida	Clitellata	Tubificida	Naididae				4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L245	ALL	hi	BIO06600-CANY02_09_08_2016	Narpus	1	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Narpus	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L246	ALL	hi	BIO06600-CANY02_09_08_2016	Parametriocnemus	8	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Parametriocnemus	4	cold_cool	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L247	ALL	hi	BIO06600-CANY02_09_08_2016	Paraperla	3	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Paraperlinae		Paraperla	3	cold	PR	yes	TRUE	FALSE	SPEC							
BCG.PacNW.L248	ALL	hi	BIO06600-CANY02_09_08_2016	Pericomaini	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Psychodidae	Psychodinae	Pericomaini		3	NA	NA	NA		FALSE	GENE							
BCG.PacNW.L249	ALL	hi	BIO06600-CANY02_09_08_2016	Polypedilum	3	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Polypedilum	4	cool_warm	SH	yes	FALSE	FALSE	GENE							
BCG.PacNW.L250	ALL	hi	BIO06600-CANY02_09_08_2016	Rheocricotopus	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Rheocricotopus	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L251	ALL	hi	BIO06600-CANY02_09_08_2016	Rhithrogena	1	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Heptageniidae			Rhithrogena	4	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L252	ALL	hi	BIO06600-CANY02_09_08_2016	Rhyacophila	1	TRUE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L253	ALL	hi	BIO06600-CANY02_09_08_2016	Rhyacophila arnaudi	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L254	ALL	hi	BIO06600-CANY02_09_08_2016	Rhyacophila atrata complex	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L255	ALL	hi	BIO06600-CANY02_09_08_2016	Rhyacophila brunnea/vemna groups	3	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L256	ALL	hi	BIO06600-CANY02_09_08_2016	Rhyacophila narvae	4	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L257	ALL	hi	BIO06600-CANY02_09_08_2016	Sarcoptiformes	1	FALSE	FALSE	Arthropoda	Arachnida	Sarcoptiformes					4	NA	NA	NA		FALSE	UNKN							
BCG.PacNW.L258	ALL	hi	BIO06600-CANY02_09_08_2016	Simulium	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Simuliidae	Simuliinae	Simuliini	Simulium	4	cold_cool	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L259	ALL	hi	BIO06600-CANY02_09_08_2016	Skwala	5	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlodidae	Perlodinae	Arcynopterygini	Skwala	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L260	ALL	hi	BIO06600-CANY02_09_08_2016	Sphaeriidae	1	FALSE	FALSE	Mollusca	Bivalvia	Veneroida	Sphaeriidae				4	NA	FC	no	TRUE	FALSE	DEPO							
BCG.PacNW.L261	ALL	hi	BIO06600-CANY02_09_08_2016	Stempellinella	3	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Stempellinella	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L262	ALL	hi	BIO06600-CANY02_09_08_2016	Sweltsa	4	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Chloroperlinae		Sweltsa	4	cold_cool	PR	no	TRUE	FALSE	RHEO							
BCG.PacNW.L263	ALL	hi	BIO06600-CANY02_09_08_2016	Tipula	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Tipulidae	Tipulinae		Tipula	4	cold_cool	SH	no	TRUE	FALSE	GENE							
BCG.PacNW.L264	ALL	hi	BIO06600-CANY02_09_08_2016	Trombidiformes	20	FALSE	FALSE	Arthropoda	Arachnida	Trombidiformes					4	NA	NA	no	FALSE	FALSE	UNKN							
BCG.PacNW.L265	ALL	hi	BIO06600-CANY02_09_08_2016	Zapada cinctipes	1	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Nemouridae	Nemourinae		Zapada	4	cold_cool	SH	no	FALSE	FALSE	RHEO							
BCG.PacNW.L266	ALL	hi	BIO06600-CANY02_09_08_2016	Zapada oregonensis group	1	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Nemouridae	Nemourinae		Zapada	3	cold_cool	SH	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L267	ALL	hi	BIO06600-CANY02_09_08_2016	Zavrelimyia	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Pentaneurini	Zavrelimyia	4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L268	ALL	hi	WAM06600-000413_07_05_2014	Ablabesmyia	7	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Pentaneurini	Ablabesmyia	5	warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L269	ALL	hi	WAM06600-000413_07_05_2014	Aeshnidae	1	FALSE	FALSE	Arthropoda	Insecta	Odonata	Aeshnidae				3	NA	PR	no	FALSE	TRUE	GENE							
BCG.PacNW.L270	ALL	hi	WAM06600-000413_07_05_2014	Brillia	5	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Brillia	4	cold_cool	SH	no	FALSE	FALSE	GENE							
BCG.PacNW.L271	ALL	hi	WAM06600-000413_07_05_2014	Brundiniella	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Macropelopiini	Brundiniella	4	cold_cool	PR	no	FALSE	FALSE	RHEO							
BCG.PacNW.L272	ALL	hi	WAM06600-000413_07_05_2014	Caecidotea	10	FALSE	FALSE	Arthropoda	Malacostraca	Isopoda	Asellidae			Caecidotea	5	cool_warm	GC	no	FALSE	FALSE	DEPO							
BCG.PacNW.L273	ALL	hi	WAM06600-000413_07_05_2014	Chironomus	9	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Chironomus	5	warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L274	ALL	hi	WAM06600-000413_07_05_2014	Corixidae	51	FALSE	TRUE								NA	NA	PR	no	FALSE	NA								
BCG.PacNW.L275	ALL	hi	WAM06600-000413_07_05_2014	Corynoneura	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Corynoneura	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L276	ALL	hi	WAM06600-000413_07_05_2014	Cricotopus	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Cricotopus	4	cool_warm	SH	yes	FALSE	FALSE	GENE							
BCG.PacNW.L277	ALL	hi	WAM06600-000413_07_05_2014	Cryptochironomus	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Cryptochironomus	5	warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L278	ALL	hi	WAM06600-000413_07_05_2014	Culicidae	1	FALSE	TRUE								NA	NA	GC	no	FALSE	NA								
BCG.PacNW.L279	ALL	hi	WAM06600-000413_07_05_2014	Dicranota	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Pediciidae	Pediciinae		Dicranota	4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L280	ALL	hi	WAM06600-000413_07_05_2014	Dicrotendipes	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Dicrotendipes	5	warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L281	ALL	hi	WAM06600-000413_07_05_2014	Dixella	9	FALSE	FALSE	Arthropoda	Insecta	Diptera	Dixidae			Dixella	4	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L282	ALL	hi	WAM06600-000413_07_05_2014	Enchytraeidae	3	FALSE	FALSE	Annelida	Clitellata		Enchytraeidae				4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L283	ALL	hi	WAM06600-000413_07_05_2014	Ephydridae	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Ephydridae				4	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L284	ALL	hi	WAM06600-000413_07_05_2014	Forcipomyiinae	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Ceratopogonidae	Forcipomyiinae			3	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L285	ALL	hi	WAM06600-000413_07_05_2014	Heterotrissocladius marcidus group	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Heterotrissocladius	4	NA	NA	no	FALSE	FALSE	GENE							
BCG.PacNW.L286	ALL	hi	WAM06600-000413_07_05_2014	Hyalella	3	FALSE	FALSE	Arthropoda	Malacostraca	Amphipoda	Hyalellidae			Hyalella	5	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L287	ALL	hi	WAM06600-000413_07_05_2014	Juga	2	FALSE	FALSE	Mollusca	Gastropoda	Neotaenioglossa	Pleuroceridae			Juga	4	warm	SC	no	TRUE	FALSE	RHEO							
BCG.PacNW.L288	ALL	hi	WAM06600-000413_07_05_2014	Labiobaetis	9	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Baetidae			Labiobaetis	4	NA	GC	yes	FALSE	FALSE	DEPO							
BCG.PacNW.L289	ALL	hi	WAM06600-000413_07_05_2014	Lepidostoma	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Lepidostomatidae	Lepidostomatinae		Lepidostoma	3	NA	SH	no	FALSE	FALSE	DEPO							
BCG.PacNW.L290	ALL	hi	WAM06600-000413_07_05_2014	Limnophyes	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Limnophyes	5	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L291	ALL	hi	WAM06600-000413_07_05_2014	Micropsectra	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Micropsectra	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L292	ALL	hi	WAM06600-000413_07_05_2014	Naididae	4	TRUE	FALSE	Annelida	Clitellata	Tubificida	Naididae				4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L293	ALL	hi	WAM06600-000413_07_05_2014	Naidinae	1	FALSE	FALSE	Annelida	Clitellata	Tubificida	Naididae	Naidinae			4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L294	ALL	hi	WAM06600-000413_07_05_2014	Natarsia	3	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Natarsiini	Natarsia	4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L295	ALL	hi	WAM06600-000413_07_05_2014	Nemata	1	FALSE	FALSE	Nemata							4	NA	OM	no	FALSE	FALSE	SPEC							
BCG.PacNW.L296	ALL	hi	WAM06600-000413_07_05_2014	Neoleptophlebia/Paraleptophlebia	6	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae			Neoleptophlebia/Paraleptophlebia	3	NA	NA	NA		FALSE	DEPO							
BCG.PacNW.L297	ALL	hi	WAM06600-000413_07_05_2014	Pacifastacus	1	FALSE	FALSE	Arthropoda	Malacostraca	Decapoda	Astacidae			Pacifastacus	4	cool_warm	OM	no	TRUE	FALSE	DEPO							
BCG.PacNW.L298	ALL	hi	WAM06600-000413_07_05_2014	Paraphaenocladius	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Paraphaenocladius	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L299	ALL	hi	WAM06600-000413_07_05_2014	Paratanytarsus	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Paratanytarsus	5	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L300	ALL	hi	WAM06600-000413_07_05_2014	Paratendipes	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Paratendipes	4	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L301	ALL	hi	WAM06600-000413_07_05_2014	Phaenopsectra	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Phaenopsectra	4	cool_warm	SC	yes	FALSE	FALSE	GENE							
BCG.PacNW.L302	ALL	hi	WAM06600-000413_07_05_2014	Physidae	2	FALSE	FALSE	Mollusca	Gastropoda	Basommatophora	Physidae				5	NA	NA	NA		FALSE	GENE							
BCG.PacNW.L303	ALL	hi	WAM06600-000413_07_05_2014	Pisidium	24	FALSE	FALSE	Mollusca	Bivalvia	Veneroida	Sphaeriidae			Pisidium	4	cold_cool	FC	no	TRUE	FALSE	DEPO							
BCG.PacNW.L304	ALL	hi	WAM06600-000413_07_05_2014	Planorbidae	16	FALSE	FALSE	Mollusca	Gastropoda	Basommatophora	Planorbidae				4	cool_warm	SC	no	FALSE	FALSE	GENE							
BCG.PacNW.L305	ALL	hi	WAM06600-000413_07_05_2014	Polypedilum	19	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Polypedilum	4	cool_warm	SH	yes	FALSE	FALSE	GENE							
BCG.PacNW.L306	ALL	hi	WAM06600-000413_07_05_2014	Procladius	25	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Procladiini	Procladius	5	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L307	ALL	hi	WAM06600-000413_07_05_2014	Prodiamesa	11	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Prodiamesinae		Prodiamesa	5	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L308	ALL	hi	WAM06600-000413_07_05_2014	Psectrotanypus	3	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Macropelopiini	Psectrotanypus	4	NA	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L309	ALL	hi	WAM06600-000413_07_05_2014	Sarcoptiformes	1	FALSE	FALSE	Arthropoda	Arachnida	Sarcoptiformes					4	NA	NA	NA		FALSE	UNKN							
BCG.PacNW.L310	ALL	hi	WAM06600-000413_07_05_2014	Sialis	22	FALSE	FALSE	Arthropoda	Insecta	Megaloptera	Sialidae			Sialis	4	cool_warm	PR	no	TRUE	FALSE	DEPO							
BCG.PacNW.L311	ALL	hi	WAM06600-000413_07_05_2014	Sigara	1	FALSE	TRUE								NA	NA	PR	no	FALSE	NA								
BCG.PacNW.L312	ALL	hi	WAM06600-000413_07_05_2014	Sphaerium	5	FALSE	FALSE	Mollusca	Bivalvia	Veneroida	Sphaeriidae			Sphaerium	4	cool_warm	GC	no	TRUE	FALSE	DEPO							
BCG.PacNW.L313	ALL	hi	WAM06600-000413_07_05_2014	Stempellinella	43	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Stempellinella	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L314	ALL	hi	WAM06600-000413_07_05_2014	Stictochironomus	21	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Stictochironomus	4	cool_warm	OM	no	FALSE	FALSE	GENE							
BCG.PacNW.L315	ALL	hi	WAM06600-000413_07_05_2014	Tabanidae	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Tabanidae				4	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L316	ALL	hi	WAM06600-000413_07_05_2014	Tanypodinae	4	TRUE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae			4	NA	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L317	ALL	hi	WAM06600-000413_07_05_2014	Tanytarsus	14	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Tanytarsus	4	cool_warm	FC	yes	FALSE	FALSE	GENE							
BCG.PacNW.L318	ALL	hi	WAM06600-000413_07_05_2014	Telmatodrilinae	1	FALSE	FALSE	Annelida	Clitellata	Tubificida	Naididae	Telmatodrilinae			NA	NA	NA	NA		FALSE	GENE							
BCG.PacNW.L319	ALL	hi	WAM06600-000413_07_05_2014	Tribelos	80	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Tribelos	4	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L320	ALL	hi	WAM06600-000413_07_05_2014	Trombidiformes	39	FALSE	FALSE	Arthropoda	Arachnida	Trombidiformes					4	NA	NA	no	FALSE	FALSE	UNKN							
BCG.PacNW.L321	ALL	hi	WAM06600-000413_07_05_2014	Truncatelloidea	38	FALSE	FALSE	Mollusca	Gastropoda	Littorinimorpha					4	NA	SC	no	TRUE	FALSE	RHEO							
BCG.PacNW.L322	ALL	hi	WAM06600-000413_07_05_2014	Tubificinae	2	FALSE	FALSE	Annelida	Clitellata	Tubificida	Naididae	Tubificinae			4	NA	NA	no	FALSE	FALSE	GENE							
BCG.PacNW.L323	ALL	hi	WAM06600-000413_07_05_2014	Zavrelimyia	5	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Pentaneurini	Zavrelimyia	4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L324	ALL	lo	08004GRAS	Caenis	19	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Caenidae	Caeninae		Caenis	5	warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L325	ALL	lo	08004GRAS	Cladocera	1	FALSE	TRUE								NA	NA	FC	no	FALSE	NA								
BCG.PacNW.L326	ALL	lo	08004GRAS	Coenagrionidae	1	FALSE	FALSE	Arthropoda	Insecta	Odonata	Coenagrionidae				4	warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L327	ALL	lo	08004GRAS	Corbiculoidea	11	FALSE	FALSE								NA	NA	NA	NA		NA								
BCG.PacNW.L328	ALL	lo	08004GRAS	Corynoneura	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Corynoneura	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L329	ALL	lo	08004GRAS	Cricotopus trifascia group	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Cricotopus	4	NA	OM	yes	FALSE	FALSE	GENE							
BCG.PacNW.L330	ALL	lo	08004GRAS	Dicrotendipes	7	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Dicrotendipes	5	warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L331	ALL	lo	08004GRAS	Dubiraphia	2	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Dubiraphia	5	warm	GC	yes	TRUE	FALSE	GENE							
BCG.PacNW.L332	ALL	lo	08004GRAS	Eukiefferiella coerulescens/claripennis groups	4	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Eukiefferiella	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L333	ALL	lo	08004GRAS	Gammarus	57	FALSE	FALSE	Arthropoda	Malacostraca	Amphipoda	Gammaridae			Gammarus	5	warm	OM	no	FALSE	FALSE	GENE							
BCG.PacNW.L334	ALL	lo	08004GRAS	Hyalella	17	FALSE	FALSE	Arthropoda	Malacostraca	Amphipoda	Hyalellidae			Hyalella	5	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L335	ALL	lo	08004GRAS	Hydropsyche	3	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsychinae		Hydropsyche	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L336	ALL	lo	08004GRAS	Isopoda	12	FALSE	TRUE								NA	NA	GC	no	FALSE	NA								
BCG.PacNW.L337	ALL	lo	08004GRAS	Menetus	2	FALSE	FALSE	Mollusca	Gastropoda	Basommatophora	Planorbidae			Menetus	4	cool_warm	NA	no	FALSE	FALSE	GENE							
BCG.PacNW.L338	ALL	lo	08004GRAS	Micropsectra	28	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Micropsectra	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L339	ALL	lo	08004GRAS	Nemata	1	FALSE	FALSE	Nemata							4	NA	OM	no	FALSE	FALSE	SPEC							
BCG.PacNW.L340	ALL	lo	08004GRAS	Nilotanypus	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Pentaneurini	Nilotanypus	4	cool_warm	PR	no	FALSE	FALSE	SPEC							
BCG.PacNW.L341	ALL	lo	08004GRAS	Oecetis	5	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Leptoceridae	Leptocerinae	Oecetini	Oecetis	4	warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L342	ALL	lo	08004GRAS	Oligochaeta	52	FALSE	FALSE	Annelida	Clitellata						4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L343	ALL	lo	08004GRAS	Optioservus	15	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Optioservus	4	cool_warm	SC	yes	TRUE	FALSE	GENE							
BCG.PacNW.L344	ALL	lo	08004GRAS	Orthocladiinae	114	TRUE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae			4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L345	ALL	lo	08004GRAS	Ostracoda	8	FALSE	FALSE	Arthropoda	Ostracoda						4	NA	GC	no	FALSE	FALSE	DEPO							
BCG.PacNW.L346	ALL	lo	08004GRAS	Paratanytarsus	11	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Paratanytarsus	5	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L347	ALL	lo	08004GRAS	Petrophila	3	FALSE	FALSE	Arthropoda	Insecta	Lepidoptera	Crambidae	Nymphulinae	Argyractini	Petrophila	4	warm	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L348	ALL	lo	08004GRAS	Physidae	2	FALSE	FALSE	Mollusca	Gastropoda	Basommatophora	Physidae				5	NA	NA	NA		FALSE	GENE							
BCG.PacNW.L349	ALL	lo	08004GRAS	Polypedilum	23	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Polypedilum	4	cool_warm	SH	yes	FALSE	FALSE	GENE							
BCG.PacNW.L350	ALL	lo	08004GRAS	Rheotanytarsus	13	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Rheotanytarsus	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L351	ALL	lo	08004GRAS	Simulium	68	FALSE	FALSE	Arthropoda	Insecta	Diptera	Simuliidae	Simuliinae	Simuliini	Simulium	4	cold_cool	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L352	ALL	lo	08004GRAS	Tanytarsus	14	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Tanytarsus	4	cool_warm	FC	yes	FALSE	FALSE	GENE							
BCG.PacNW.L353	ALL	lo	08004GRAS	Thienemannimyia group	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Pentaneurini	Thienemannimyia group	4	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L354	ALL	lo	08004GRAS	Trepaxonemata	11	FALSE	FALSE	Platyhelminthes	Trepaxonemata						4	NA	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L355	ALL	lo	08004GRAS	Trombidiformes	1	FALSE	FALSE	Arthropoda	Arachnida	Trombidiformes					4	NA	NA	no	FALSE	FALSE	UNKN							
BCG.PacNW.L356	ALL	lo	09112DFW	Arctopsyche	10	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Arctopsychinae		Arctopsyche	3	cold_cool	PR	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L357	ALL	lo	09112DFW	Baetis tricaudatus complex	17	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Baetidae			Baetis	4	cool_warm	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L358	ALL	lo	09112DFW	Brillia	4	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Brillia	4	cold_cool	SH	no	FALSE	FALSE	GENE							
BCG.PacNW.L359	ALL	lo	09112DFW	Calineuria californica	13	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlidae	Acroneuriinae	Acroneuriini	Calineuria	3	cool_warm	PR	yes	TRUE	FALSE	RHEO							
