"SAMPLEID","INDEX_NAME","INDEX_REGION","ni_total","li_total","ni_Chiro","ni_EPT","ni_Trich","ni_Americo","ni_Gnorimo","ni_brackish","ni_Ramello","nt_total","nt_Amph","nt_Bival","nt_Coleo","nt_COET","nt_CruMol","nt_Deca","nt_Dipt","nt_ECT","nt_Ephem","nt_Ephemerellid","nt_EPT","nt_ET","nt_Gast","nt_Hepta","nt_Insect","nt_Isop","nt_Mega","nt_Nemour","nt_NonIns","nt_Odon","nt_OET","nt_Oligo","nt_Perlid","nt_Pleco","nt_POET","nt_Ptero","nt_Rhya","nt_Tipulid","nt_Trich","nt_Tromb","nt_Tubif","pi_Ampe","pi_AmpeHaust","pi_Amph","pi_AmphIsop","pi_Baet","pi_Bival","pi_Caen","pi_Coleo","pi_COET","pi_Corb","pi_CraCaeGam","pi_Cru","pi_CruMol","pi_Deca","pi_Dipt","pi_DiptNonIns","pi_ECT","pi_Ephem","pi_EphemNoCae","pi_EphemNoCaeBae","pi_EPT","pi_EPTNoBaeHydro","pi_EPTNoCheu","pi_EPTNoHydro","pi_ET","pi_Gast","pi_Hydro","pi_Hydro2EPT","pi_Hydro2Trich","pi_Insect","pi_Isop","pi_IsopGastHiru","pi_Juga","pi_JugaFlumi","pi_Mega","pi_Mol","pi_Nemata","pi_NonIns","pi_Odon","pi_OET","pi_Oligo","pi_Pleco","pi_POET","pi_Sphaer","pi_Trich","pi_TrichNoHydro","pi_Tromb","pi_Tubif","pt_Amph","pt_Bival","pt_Coleo","pt_COET","pt_Deca","pt_Dipt","pt_ECT","pt_Ephem","pt_EPT","pt_ET","pt_Gast","pt_Insect","pt_Isop","pt_Mega","pt_NonIns","pt_Odon","pt_OET","pt_Oligo","pt_Pleco","pt_POET","pt_Trich","pt_Tromb","nt_Chiro","pi_Chiro","pt_Chiro","pi_Ortho","pi_Tanyt","pi_Tanyp","pi_COC2Chi","pi_ChCr2Chi","pi_Orth2Chi","pi_Tanyp2Chi","pi_ChiroAnne","nt_NonInsArachDeca_BCG_att456","pi_NonInsArachDeca_BCG_att456","pt_NonInsArachDeca_BCG_att456","nt_NonInsArachDecaJugaRiss_BCG_att456","pi_NonInsArachDecaJugaRiss_BCG_att456","pt_NonInsArachDecaJugaRiss_BCG_att456","nt_NonInsTrombJuga_BCG_att456","pi_NonInsTrombJuga_BCG_att456","pt_NonInsTrombJuga_BCG_att456","pi_dom02_BCG_att456_NoJugaRiss","nt_NonIns_BCG_att456","pi_NonIns_BCG_att456","pt_NonIns_BCG_att456","nt_NonInsJugaRiss_BCG_att456","pi_NonInsJugaRiss_BCG_att456","pt_NonInsJugaRiss_BCG_att456","pi_SimBtri","pi_Colesens","nt_longlived","nt_noteworthy","nt_ffg2_pred","nt_ti_corecold","nt_ti_cold","nt_ti_cool","nt_ti_warm","nt_ti_eury","nt_ti_na","nt_ti_corecold_cold","nt_ti_cool_warm","pi_ti_corecold","pi_ti_cold","pi_ti_cool","pi_ti_warm","pi_ti_eury","pi_ti_na","pi_ti_corecold_cold","pi_ti_cool_warm","pt_ti_corecold","pt_ti_cold","pt_ti_cool","pt_ti_warm","pt_ti_eury","pt_ti_na","pt_ti_corecold_cold","pt_ti_cool_warm","nt_tv_intol","nt_tv_intol4","nt_tv_toler","pi_tv_intol","pi_tv_intol4","pi_tv_toler","pi_tv_toler6","pt_tv_intol","pt_tv_intol4","pt_tv_toler","nt_tv_intol4_EPT","nt_tv_ntol","nt_tv_stol","pi_tv_ntol","pi_tv_stol","pt_tv_ntol","pt_tv_stol","pi_tv2_intol","pi_tv2_toler_ISA_SalHi_xFL","pi_tv2_intol_ISA_SalHi_xFL","pt_tv2_intol_ISA_SalHi_xFL","nt_ffg_col","nt_ffg_filt","nt_ffg_pred","nt_ffg_scrap","nt_ffg_shred","nt_ffg_mah","nt_ffg_omn","nt_ffg_par","nt_ffg_pih","nt_ffg_xyl","nt_ffg_pred_scrap_shred","pi_ffg_col","pi_ffg_filt","pi_ffg_pred","pi_ffg_scrap","pi_ffg_shred","pi_ffg_mah","pi_ffg_omn","pi_ffg_par","pi_ffg_pih","pi_ffg_xyl","pi_ffg_col_filt","pt_ffg_col","pt_ffg_filt","pt_ffg_pred","pt_ffg_scrap","pt_ffg_shred","pt_ffg_mah","pt_ffg_omn","pt_ffg_par","pt_ffg_pih","pt_ffg_xyl","nt_ffg2_intface","nt_ffg2_subsurf","pi_ffg2_scavburr","nt_habit_burrow","nt_habit_climb","nt_habit_cling","nt_habit_sprawl","nt_habit_swim","pi_habit_burrow","pi_habit_climb","pi_habit_cling","pi_habit_sprawl","pi_habit_swim","pt_habit_burrow","pt_habit_climb","pt_habit_cling","pt_habit_sprawl","pt_habit_swim","pi_habit_cling_PlecoNoCling","nt_volt_multi","nt_volt_semi","nt_volt_uni","pi_volt_multi","pi_volt_semi","pi_volt_uni","pt_volt_multi","pt_volt_semi","pt_volt_uni","pi_dom01","pi_dom02","pi_dom03","pi_dom04","pi_dom05","pi_dom06","pi_dom07","pi_dom08","pi_dom09","pi_dom10","x_Becks","x_Becks3","x_HBI","x_HBI2","x_NCBI","x_Shan_e","x_Shan_2","x_Shan_10","x_D","x_D_G","x_D_Mg","x_Evenness","nt_habitat_brac","nt_habitat_depo","nt_habitat_gene","nt_habitat_head","nt_habitat_rheo","nt_habitat_rive","nt_habitat_spec","nt_habitat_unkn","pi_habitat_brac","pi_habitat_depo","pi_habitat_gene","pi_habitat_head","pi_habitat_rheo","pi_habitat_rive","pi_habitat_spec","pi_habitat_unkn","pt_habitat_brac","pt_habitat_depo","pt_habitat_gene","pt_habitat_head","pt_habitat_rheo","pt_habitat_rive","pt_habitat_spec","pt_habitat_unkn","nt_BCG_att1","nt_BCG_att1i","nt_BCG_att1m","nt_BCG_att12","nt_BCG_att1i2","nt_BCG_att123","nt_BCG_att1i23","nt_BCG_att2","nt_BCG_att23","nt_BCG_att234","nt_BCG_att3","nt_BCG_att4","nt_BCG_att45","nt_BCG_att456","nt_BCG_att5","nt_BCG_att56","nt_BCG_att6","nt_BCG_attNA","nt_Ephem_BCG_att1i2","nt_EPT_BCG_att123","nt_EPT_BCG_att1i23","nt_Pleco_BCG_att1i2","nt_Trich_BCG_att1i2","pi_BCG_att1","pi_BCG_att1i","pi_BCG_att1m","pi_BCG_att12","pi_BCG_att1i2","pi_BCG_att123","pi_BCG_att1i23","pi_BCG_att2","pi_BCG_att23","pi_BCG_att234","pi_BCG_att3","pi_BCG_att4","pi_BCG_att45","pi_BCG_att456","pi_BCG_att5","pi_BCG_att5extra","pi_BCG_att56","pi_BCG_att6","pi_BCG_attNA","pi_EPT_BCG_att123","pi_EPT_BCG_att1i23","pt_BCG_att1","pt_BCG_att1i","pt_BCG_att1m","pt_BCG_att12","pt_BCG_att1i2","pt_BCG_att123","pt_BCG_att1i23","pt_BCG_att2","pt_BCG_att23","pt_BCG_att234","pt_BCG_att3","pt_BCG_att4","pt_BCG_att45","pt_BCG_att456","pt_BCG_att5","pt_BCG_att56","pt_BCG_att6","pt_BCG_attNA","pt_EPT_BCG_att123","pt_EPT_BCG_att1i23","x_UFC","nt_elev_low","nt_elev_high","nt_grad_low","nt_grad_mod","nt_grad_high","nt_wsarea_small","nt_wsarea_medium","nt_wsarea_large","nt_wsarea_xlarge"
"10069_15134",0,"MARIPACNW",529,6.2709884318583,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,22.3062381852552,0,0,0,0,0,0,0,16.1290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,13,7,3,1,2,0,1,0,23,48.5822306238185,13.0434782608696,12.476370510397,17.5803402646503,1.13421550094518,0.378071833648393,0.56710775047259,0,0.189035916824197,0,61.6257088846881,41.9354838709677,11.2903225806452,20.9677419354839,11.2903225806452,4.83870967741935,1.61290322580645,3.2258064516129,0,1.61290322580645,0,0,0,0,4,2,32,19,3,2.64650283553875,9.07372400756144,56.1436672967864,20.6049149338374,3.21361058601134,6.45161290322581,3.2258064516129,51.6129032258064,30.6451612903226,4.83870967741935,56.1436672967864,0,0,0,0,0,0,0,0,0,10.9640831758034,20.226843100189,28.9224952741021,35.3497164461248,40.2646502835539,44.234404536862,48.2041587901701,52.1739130434783,55.9546313799622,59.5463137996219,0,0,0,0,0,3.54923513443574,5.12046392739932,1.54141323386259,0.953527181506641,9.88679865601783,9.72733416156593,0.859975664300295,0,3,21,0,34,0,2,1,0,0.56710775047259,30.0567107750473,0,62.1928166351607,0,0.56710775047259,2.64650283553875,0,4.83870967741935,33.8709677419355,0,54.8387096774194,0,3.2258064516129,1.61290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80529300567108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,0
"10070_15133",0,"MARIPACNW",552,6.31354804627709,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10.3260869565217,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,3,1,0,1,0,1,0,14,14.4927536231884,31.1594202898551,17.9347826086957,14.1304347826087,12.1376811594203,0,0.72463768115942,0,6.52173913043478,0,45.6521739130435,37.5,9.375,31.25,9.375,3.125,0,3.125,0,3.125,0,0,0,0,1,1,21,6,2,3.07971014492754,0.72463768115942,73.0072463768116,16.304347826087,6.70289855072464,3.125,3.125,65.625,18.75,6.25,73.0072463768116,0,0,0,0,0,0,0,0,0,26.9927536231884,39.1304347826087,45.6521739130435,51.9927536231884,58.3333333333333,63.768115942029,69.0217391304348,73.0072463768116,75.9057971014493,78.6231884057971,0,0,0,0,0,2.7498054097132,3.96713062800288,1.19422531574615,0.888350661625709,5.06846542790934,4.91007588328717,0.793426125600576,0,0,7,0,23,0,0,1,0,0,11.0507246376812,0,82.4275362318841,0,0,6.34057971014493,0,0,21.875,0,71.875,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4568_7060",0,"MARIPACNW",541,6.29341927884648,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,20.8872458410351,0,0,0,0,0,0,0,30.952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9,7,6,0,3,1,0,1,22,27.1719038817006,3.3271719038817,12.5693160813309,32.1626617375231,6.09981515711645,0,17.1903881700555,0.369685767097967,0,0.184842883548983,30.4990757855823,28.5714285714286,7.14285714285714,21.4285714285714,16.6666666666667,14.2857142857143,0,7.14285714285714,2.38095238095238,0,2.38095238095238,0,0,0,5,3,25,8,1,11.8299445471349,7.39371534195933,65.0646950092421,13.1238447319778,1.66358595194085,11.9047619047619,7.14285714285714,59.5238095238095,19.047619047619,2.38095238095238,65.0646950092421,0,0,0,0,0,0,0,0,0,12.5693160813309,23.1053604436229,31.9778188539741,39.9260628465804,47.5046210720887,54.1589648798521,60.6284658040665,65.4343807763401,69.8706099815157,73.0129390018484,0,0,0,0,0,3.07532310758596,4.43675339644551,1.33559585569414,0.93546215845921,6.67363767438329,6.51474153927893,0.82279158450564,0,2,8,0,29,0,2,1,0,0.924214417744917,22.365988909427,0,74.4916820702403,0,0.55452865064695,1.66358595194085,0,4.76190476190476,19.047619047619,0,69.0476190476191,0,4.76190476190476,2.38095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95748613678373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4582_7074",0,"MARIPACNW",551,6.31173480915291,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10.3448275862069,0,0,0,0,0,0,0,17.6470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,5,4,0,3,0,0,1,17,14.1560798548094,28.1306715063521,15.9709618874773,32.3049001814882,7.25952813067151,0,0.907441016333938,0,0,0.907441016333938,42.2867513611615,29.4117647058824,8.82352941176471,23.5294117647059,14.7058823529412,11.7647058823529,0,8.82352941176471,0,0,2.94117647058824,0,0,0,3,1,18,9,3,14.8820326678766,0.362976406533575,72.0508166969147,10.1633393829401,2.35934664246824,8.82352941176471,2.94117647058824,52.9411764705882,26.4705882352941,8.82352941176471,72.0508166969147,0,0,0,0,0,0,0,0,0,13.6116152450091,26.3157894736842,38.1125226860254,49.3647912885662,57.1687840290381,64.7912885662432,70.7803992740472,74.5916515426497,78.0399274047187,80.7622504537205,0,0,0,0,0,2.83088440418643,4.08410289124967,1.22943747564414,0.91758591045484,5.38679159186079,5.22835654504136,0.802777930510825,0,1,7,0,23,0,2,1,0,0.181488203266788,5.80762250453721,0,91.6515426497278,0,1.27041742286751,1.08892921960073,0,2.94117647058824,20.5882352941176,0,67.6470588235294,0,5.88235294117647,2.94117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35934664246824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4583_7075",0,"MARIPACNW",529,6.2709884318583,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9.07372400756144,0,0,0,0,0,0,0,23.8095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,1,2,0,2,0,0,0,7,51.9848771266541,41.7769376181474,2.45746691871456,0.189035916824197,3.21361058601134,0,0.378071833648393,0,0,0,93.7618147448015,47.6190476190476,9.52380952380952,19.047619047619,4.76190476190476,9.52380952380952,0,9.52380952380952,0,0,0,0,0,0,2,2,6,9,2,4.53686200378072,0.378071833648393,58.9792060491493,27.2211720226843,8.88468809073724,9.52380952380952,9.52380952380952,28.5714285714286,42.8571428571429,9.52380952380952,58.9792060491493,0,0,0,0,0,0,0,0,0,30.2457466918715,46.3137996219282,61.8147448015123,73.3459357277883,81.2854442344045,85.6332703213611,88.8468809073724,90.9262759924386,92.4385633270321,93.9508506616257,0,0,0,0,0,2.15691811823952,3.1117750727877,0.936737636668567,0.834809766974818,3.34875438348991,3.18928988903801,0.708458604710556,0,0,11,0,9,0,0,1,0,0,33.648393194707,0,65.406427221172,0,0,0.945179584120983,0,0,52.3809523809524,0,42.8571428571429,0,0,4.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378071833648393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4589_7079",0,"MARIPACNW",532,6.27664348934164,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13.1578947368421,0,0,0,0,0,0,0,22.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,15,4,5,0,1,0,0,0,24,40.6015037593985,6.95488721804511,7.5187969924812,12.781954887218,31.7669172932331,0,0.18796992481203,0,0,0,47.5563909774436,37.7777777777778,6.66666666666667,33.3333333333333,8.88888888888889,11.1111111111111,0,2.22222222222222,0,0,0,0,0,0,5,1,18,17,3,13.3458646616541,0.18796992481203,36.4661654135338,47.1804511278196,2.44360902255639,11.1111111111111,2.22222222222222,40,37.7777777777778,6.66666666666667,36.4661654135338,0,0,0,0,0,0,0,0,0,15.4135338345865,25.3759398496241,33.6466165413534,41.1654135338346,48.1203007518797,54.5112781954887,59.9624060150376,64.8496240601504,69.5488721804511,72.9323308270677,0,0,0,0,0,3.06609896112757,4.42344576609354,1.331589859787,0.932140030527446,7.16943698911917,7.01011616713874,0.805455952390611,0,1,16,1,24,0,2,1,0,0.18796992481203,25.5639097744361,0.18796992481203,72.1804511278196,0,1.12781954887218,0.75187969924812,0,2.22222222222222,35.5555555555556,2.22222222222222,53.3333333333333,0,4.44444444444444,2.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8796992481203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0
"4590_7080",0,"MARIPACNW",570,6.3456363608286,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,14.2105263157895,0,0,0,0,0,0,0,23.5294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,7,5,1,0,1,0,1,0,13,23.1578947368421,39.1228070175439,6.14035087719298,25.4385964912281,4.03508771929825,0,0.350877192982456,0,0.175438596491228,0,62.280701754386,47.0588235294118,5.88235294117647,20.5882352941176,14.7058823529412,2.94117647058824,0,2.94117647058824,0,2.94117647058824,0,0,0,0,2,1,18,9,3,8.94736842105263,0.350877192982456,78.9473684210526,8.94736842105263,1.05263157894737,5.88235294117647,2.94117647058824,52.9411764705882,26.4705882352941,8.82352941176471,78.9473684210526,0,0,0,0,0,0,0,0,0,32.6315789473684,41.0526315789474,48.4210526315789,54.9122807017544,60.5263157894737,65.9649122807018,70.7017543859649,74.7368421052632,78.7719298245614,81.0526315789474,0,0,0,0,0,2.66221319711798,3.84076177727126,1.15618450115835,0.862659279778393,5.35801266676434,5.20042405891833,0.754946403957876,0,2,8,0,21,0,0,2,0,0.701754385964912,9.29824561403509,0,87.5438596491228,0,0,0.87719298245614,0,5.88235294117647,23.5294117647059,0,61.7647058823529,0,0,5.88235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5460_8221",0,"MARIPACNW",527,6.26720054854136,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10.6261859582543,0,0,0,0,0,0,0,20.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,17,5,3,0,1,1,0,0,25,23.719165085389,31.8785578747628,27.134724857685,12.7134724857685,2.84629981024668,0,1.5180265654649,0.189753320683112,0,0,55.5977229601518,33.3333333333333,10.4166666666667,35.4166666666667,10.4166666666667,6.25,0,2.08333333333333,2.08333333333333,0,0,0,0,0,6,1,29,9,3,16.1290322580645,1.5180265654649,65.8444022770398,11.3851992409867,5.12333965844402,12.5,2.08333333333333,60.4166666666667,18.75,6.25,65.8444022770398,0,0,0,0,0,0,0,0,0,16.5085388994307,29.0322580645161,41.5559772296015,48.1973434535104,53.3206831119545,57.8747628083491,61.2903225806452,64.7058823529412,67.9316888045541,70.9677419354839,0,0,0,0,0,3.09427674158655,4.46409771022497,1.34382731435261,0.924627964670596,7.65892197452842,7.49936110005908,0.799306657770494,0,1,10,0,33,0,3,1,0,0.759013282732448,7.77988614800759,0,86.1480075901328,0,0.759013282732448,4.55407969639469,0,2.08333333333333,20.8333333333333,0,68.75,0,6.25,2.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379506641366224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0
"5461_8222",0,"MARIPACNW",564,6.33505425149806,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16.1347517730496,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12,8,4,0,0,1,0,0,24,17.5531914893617,11.7021276595745,24.113475177305,41.6666666666667,4.60992907801418,0,0,0.354609929078014,0,0,29.2553191489362,35.5555555555556,8.88888888888889,26.6666666666667,17.7777777777778,8.88888888888889,0,0,2.22222222222222,0,0,0,0,0,6,0,26,10,3,10.9929078014184,0,76.7730496453901,6.73758865248227,5.49645390070922,13.3333333333333,0,57.7777777777778,22.2222222222222,6.66666666666667,76.7730496453901,0,0,0,0,0,0,0,0,0,17.5531914893617,29.0780141843972,38.4751773049645,44.3262411347518,49.468085106383,54.2553191489362,59.0425531914894,62.9432624113475,66.4893617021277,69.8581560283688,0,0,0,0,0,3.08237623191184,4.44692890393321,1.33865898866905,0.92785196921684,7.10333301239824,6.94548116767828,0.809731947656283,0,2,5,0,34,0,2,2,0,0.709219858156028,6.73758865248227,0,86.7021276595745,0,0.886524822695035,4.9645390070922,0,4.44444444444444,11.1111111111111,0,75.5555555555556,0,4.44444444444444,4.44444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177304964539007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0
