INDEX_REGION,SourceEntity,StationID,SampleID_Tt,SampleID,RepNum,CollDate,TaxaID,N_TAXA,NonTarget,Phylum,Class,Subclass,Order,Family,Subfamily,Tribe,Genus,BCG_Attr,FFG,Habit,Life_Cycle,Habitat,Noteworthy,Thermal_Indicator,Exclude
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Ceratopogoninae,7,FALSE,Arthropoda,Insecta,NA,Diptera,Ceratopogonidae,Ceratopogoninae,NA,NA,4,PR,SP,uni,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Cinygma,2,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Heptageniidae,NA,NA,Cinygma,4,SC,CN,uni,DEPO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Cinygmula,1,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Heptageniidae,NA,NA,Cinygmula,3,SC,CN,uni,RHEO,NA,cold,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Corynoneura,2,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Corynoneura,4,CG,SP,multi,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Dicranota,5,FALSE,Arthropoda,Insecta,NA,Diptera,Pediciidae,Pediciinae,NA,Dicranota,4,PR,CN,uni,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Diphetor hageni,1,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Baetidae,NA,NA,Diphetor,4,CG,CN,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Dixa,23,FALSE,Arthropoda,Insecta,NA,Diptera,Dixidae,NA,NA,Dixa,4,CG,SW,multi,SPEC,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Eloeophila,1,FALSE,Arthropoda,Insecta,NA,Diptera,Limoniidae,Limnophilinae,NA,Eloeophila,3,PR,BU,uni,DEPO,NA,NA,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Eukiefferiella,11,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Eukiefferiella,4,CG,SP,multi,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Hydrophilidae,1,FALSE,Arthropoda,Insecta,NA,Coleoptera,Hydrophilidae,NA,NA,NA,4,PR,CN,uni,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Ironodes,18,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Heptageniidae,NA,NA,Ironodes,3,SC,CN,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Lara,26,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,Larainae,NA,Lara,4,XY,CN,semi,SPEC,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Leuctridae,2,FALSE,Arthropoda,Insecta,NA,Plecoptera,Leuctridae,NA,NA,NA,3,SH,SP,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Meringodixa,2,FALSE,Arthropoda,Insecta,NA,Diptera,Dixidae,NA,NA,Meringodixa,3,CG,SW,multi,SPEC,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Micropsectra,8,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,4,CG,SP,multi,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Neoplasta,7,FALSE,Arthropoda,Insecta,NA,Diptera,Empididae,Hemerodromiinae,Hemerodromiini,Neoplasta,4,PR,CN,uni,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Oligochaeta,7,FALSE,Annelida,Clitellata,Oligochaeta,NA,NA,NA,NA,NA,4,CG,BU,uni,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Parametriocnemus,2,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Parametriocnemus,4,CG,SP,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Paraphaenocladius,3,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Paraphaenocladius,4,CG,SP,multi,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Parapsyche,10,FALSE,Arthropoda,Insecta,NA,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Parapsyche,NA,PR,CN,semi,RHEO,NA,NA,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Polypedilum,1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,4,OM,CB,multi,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Psilometriocnemus triannulatus,2,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Psilometriocnemus,4,CG,SP,multi,RHEO,NA,NA,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Pteronarcys princeps,12,FALSE,Arthropoda,Insecta,NA,Plecoptera,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,3,OM,CN,semi,RHEO,NA,cold,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Rhabdomastix (Lurdia),1,FALSE,Arthropoda,Insecta,NA,Diptera,Limoniidae,Chioneinae,NA,Rhabdomastix,NA,SH,BU,semi,SPEC,TRUE,NA,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Rheocricotopus,1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Rheocricotopus,4,CG,SP,multi,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Rhyacophila grandis group,4,FALSE,Arthropoda,Insecta,NA,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,3,PR,CN,semi,HEAD,TRUE,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Simulium,88,FALSE,Arthropoda,Insecta,NA,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,4,CF,CN,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Sphaeriidae,2,FALSE,Mollusca,Bivalvia,NA,Veneroida,Sphaeriidae,NA,NA,NA,4,CF,BU,semi,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Sweltsa,30,FALSE,Arthropoda,Insecta,NA,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Sweltsa,4,PR,BU,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Thienemanniella,2,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Thienemanniella,3,CG,SP,multi,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Trombidiformes,1,FALSE,Arthropoda,Arachnida,NA,Trombidiformes,NA,NA,NA,NA,4,PR,SW,multi,UNKN,NA,NA,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Tvetenia bavarica group,27,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Tvetenia,4,CG,SP,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Zapada cinctipes,36,FALSE,Arthropoda,Insecta,NA,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,4,SH,SP,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,142,Tt_129,5471_8231,8231,2013-08-22,Zapada columbiana,1,FALSE,Arthropoda,Insecta,NA,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,2,SH,SP,semi,RHEO,NA,cold,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Antocha monticola,1,FALSE,Arthropoda,Insecta,NA,Diptera,Limoniidae,Limoniinae,NA,Antocha,4,CG,CN,multi,RHEO,NA,NA,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Apatania,3,FALSE,Arthropoda,Insecta,NA,Trichoptera,Apataniidae,Apataniinae,Apataniini,Apatania,2,SC,CN,uni,RHEO,TRUE,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Attenella delantala,14,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Ephemerellidae,NA,NA,Attenella,3,CG,CN,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Baetis tricaudatus complex,4,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Baetidae,NA,NA,Baetis,4,CG,CN,multi,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Ceratopogoninae,2,FALSE,Arthropoda,Insecta,NA,Diptera,Ceratopogonidae,Ceratopogoninae,NA,NA,4,PR,SP,uni,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Chelifera/Metachela,4,FALSE,Arthropoda,Insecta,NA,Diptera,Empididae,Hemerodromiinae,Hemerodromiini,Chelifera/Metachela,4,PR,CN,uni,RHEO,NA,cold_cool,FALSE
