INDEX_REGION,SourceEntity,StationID,SampleID_Tt,SampleID,RepNum,CollDate,TaxaID,N_TAXA,NonTarget,Phylum,Class,Subclass,Order,Family,Subfamily,Tribe,Genus,BCG_Attr,FFG,Habit,Life_Cycle,Habitat,Noteworthy,Thermal_Indicator,Exclude
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Cinygmula,2,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Heptageniidae,NA,NA,Cinygmula,3,SC,CN,uni,RHEO,NA,cold,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Cleptelmis addenda,1,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,Elminae,NA,Cleptelmis,4,CG,CN,semi,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Cultus,5,FALSE,Arthropoda,Insecta,NA,Plecoptera,Perlodidae,Perlodinae,Diploperlini,Cultus,3,PR,CN,uni,RHEO,NA,NA,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Drunella doddsii,5,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Ephemerellidae,NA,NA,Drunella,3,SC,CN,semi,RHEO,NA,cold,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Drunella grandis/spinifera,2,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Ephemerellidae,NA,NA,Drunella,3,PR,CN,semi,RHEO,NA,NA,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Ephemerella excrucians group,5,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,4,CG,CN,uni,RHEO,NA,NA,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Glossosoma,4,FALSE,Arthropoda,Insecta,NA,Trichoptera,Glossosomatidae,Glossosomatinae,Glossosomatini,Glossosoma,4,SC,CN,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Glossosomatidae,2,FALSE,Arthropoda,Insecta,NA,Trichoptera,Glossosomatidae,NA,NA,NA,4,SC,CN,UN,RHEO,NA,NA,TRUE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Glutops,4,FALSE,Arthropoda,Insecta,NA,Diptera,Pelecorhynchidae,NA,NA,Glutops,3,PR,SP,semi,DEPO,NA,cold,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Hemerodromia,8,FALSE,Arthropoda,Insecta,NA,Diptera,Empididae,Hemerodromiinae,Hemerodromiini,Hemerodromia,5,PR,CN,multi,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Hesperoperla pacifica,1,FALSE,Arthropoda,Insecta,NA,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Hesperoperla,3,PR,CN,semi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Heterlimnius corpulentus,128,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,Elminae,NA,Heterlimnius,3,SC,CN,semi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Hexatoma,2,FALSE,Arthropoda,Insecta,NA,Diptera,Limoniidae,Limoniinae,NA,Hexatoma,3,PR,BU,uni,DEPO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Hydropsyche,30,FALSE,Arthropoda,Insecta,NA,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,4,CF,CN,uni,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Hydroptila,5,FALSE,Arthropoda,Insecta,NA,Trichoptera,Hydroptilidae,Hydroptilinae,Hydroptilini,Hydroptila,4,PH,CN,multi,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Limnophyes,1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Limnophyes,5,CG,SP,multi,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Monodiamesa,26,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Prodiamesinae,NA,Monodiamesa,3,CG,SP,multi,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Narpus concolor,4,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,Elminae,NA,Narpus,4,CG,CN,semi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Nemata,1,FALSE,Nemata,NA,NA,NA,NA,NA,NA,NA,4,PA,BU,uni,SPEC,NA,NA,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Oligochaeta,8,FALSE,Annelida,Clitellata,Oligochaeta,NA,NA,NA,NA,NA,4,CG,BU,uni,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Optioservus,2,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,Elminae,NA,Optioservus,4,SC,CN,semi,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Oreodytes,2,FALSE,Arthropoda,Insecta,NA,Coleoptera,Dytiscidae,Hydroporinae,NA,Oreodytes,NA,PR,SW,uni,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Paraperla,1,FALSE,Arthropoda,Insecta,NA,Plecoptera,Chloroperlidae,Paraperlinae,NA,Paraperla,3,PR,BU,semi,SPEC,NA,cold,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Polypedilum,4,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,4,OM,CB,multi,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Psychodidae,2,FALSE,Arthropoda,Insecta,NA,Diptera,Psychodidae,NA,NA,NA,3,CG,BU,UN,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Pteronarcella,1,FALSE,Arthropoda,Insecta,NA,Plecoptera,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,Pteronarcella,3,OM,CN,semi,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Ptychoptera,82,FALSE,Arthropoda,Insecta,NA,Diptera,Ptychopteridae,Ptychopterinae,NA,Ptychoptera,3,CG,BU,uni,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Rhithrogena,115,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Heptageniidae,NA,NA,Rhithrogena,4,SC,CN,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Rhyacophila betteni group,2,FALSE,Arthropoda,Insecta,NA,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,3,PR,CN,semi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Rhyacophila brunnea/vemna groups,2,FALSE,Arthropoda,Insecta,NA,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,4,PR,CN,semi,RHEO,NA,NA,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Rhyacophila narvae,2,FALSE,Arthropoda,Insecta,NA,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,3,PR,CN,uni,RHEO,NA,cold,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Simulium,5,FALSE,Arthropoda,Insecta,NA,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,4,CF,CN,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Skwala,2,FALSE,Arthropoda,Insecta,NA,Plecoptera,Perlodidae,Perlodinae,Arcynopterygini,Skwala,3,PR,CN,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Sphaeriidae,7,FALSE,Mollusca,Bivalvia,NA,Veneroida,Sphaeriidae,NA,NA,NA,4,CF,BU,semi,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Stygobromus,1,FALSE,Arthropoda,Malacostraca,NA,Amphipoda,Crangonyctidae,NA,NA,Stygobromus,1i,CG,BU,multi,SPEC,TRUE,NA,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Sweltsa,23,FALSE,Arthropoda,Insecta,NA,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Sweltsa,4,PR,BU,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Tabanidae,1,FALSE,Arthropoda,Insecta,NA,Diptera,Tabanidae,NA,NA,NA,4,PR,SP,uni,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Trombidiformes,2,FALSE,Arthropoda,Arachnida,NA,Trombidiformes,NA,NA,NA,NA,4,PR,SW,multi,UNKN,NA,NA,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Wormaldia,1,FALSE,Arthropoda,Insecta,NA,Trichoptera,Philopotamidae,Philopotaminae,NA,Wormaldia,4,CF,CN,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,156,Tt_182,9264_14267,14267,2017-10-26,Zapada cinctipes,2,FALSE,Arthropoda,Insecta,NA,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,4,SH,SP,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Baetis tricaudatus complex,14,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Baetidae,NA,NA,Baetis,4,CG,CN,multi,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Brillia,2,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Brillia,4,SH,BU,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Chelifera/Metachela,21,FALSE,Arthropoda,Insecta,NA,Diptera,Empididae,Hemerodromiinae,Hemerodromiini,Chelifera/Metachela,4,PR,CN,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Cinygma,10,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Heptageniidae,NA,NA,Cinygma,4,SC,CN,uni,DEPO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Cleptelmis addenda,23,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,Elminae,NA,Cleptelmis,4,CG,CN,semi,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Crangonyx,11,FALSE,Arthropoda,Malacostraca,NA,Amphipoda,Crangonyctidae,NA,NA,Crangonyx,5,CG,SW,multi,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Dicranota,1,FALSE,Arthropoda,Insecta,NA,Diptera,Pediciidae,Pediciinae,NA,Dicranota,4,PR,CN,uni,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Hydropsyche,208,FALSE,Arthropoda,Insecta,NA,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,4,CF,CN,uni,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Kogotus/Rickera,31,FALSE,Arthropoda,Insecta,NA,Plecoptera,Perlodidae,Perlodinae,Diploperlini,Kogotus/Rickera,4,PR,CN,uni,RHEO,NA,cold,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Lara,8,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,Larainae,NA,Lara,4,XY,CN,semi,SPEC,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Leptophlebiidae,1,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Leptophlebiidae,NA,NA,NA,3,CG,SP,uni,DEPO,NA,NA,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Malenka,11,FALSE,Arthropoda,Insecta,NA,Plecoptera,Nemouridae,NA,NA,Malenka,4,SH,SP,uni,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Narpus concolor,4,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,Elminae,NA,Narpus,4,CG,CN,semi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Nemata,1,FALSE,Nemata,NA,NA,NA,NA,NA,NA,NA,4,PA,BU,uni,SPEC,NA,NA,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Oligochaeta,12,FALSE,Annelida,Clitellata,Oligochaeta,NA,NA,NA,NA,NA,4,CG,BU,uni,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Oribatida,2,FALSE,Arthropoda,Arachnida,NA,Sarcoptiformes,NA,NA,NA,NA,4,PR,SW,multi,UNKN,NA,NA,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Orthocladius (Symposiocladius),1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Orthocladius,3,UN,UN,multi,SPEC,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Parametriocnemus,3,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Parametriocnemus,4,CG,SP,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Parapsyche,2,FALSE,Arthropoda,Insecta,NA,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Parapsyche,NA,PR,CN,semi,RHEO,NA,NA,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Polypedilum,1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,4,OM,CB,multi,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Rhyacophila brunnea/vemna groups,34,FALSE,Arthropoda,Insecta,NA,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,4,PR,CN,semi,RHEO,NA,NA,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Simulium,90,FALSE,Arthropoda,Insecta,NA,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,4,CF,CN,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Sphaeriidae,1,FALSE,Mollusca,Bivalvia,NA,Veneroida,Sphaeriidae,NA,NA,NA,4,CF,BU,semi,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Trombidiformes,26,FALSE,Arthropoda,Arachnida,NA,Trombidiformes,NA,NA,NA,NA,4,PR,SW,multi,UNKN,NA,NA,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Tvetenia bavarica group,3,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Tvetenia,4,CG,SP,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,1600,Tt_207,9270_14273,14273,2017-09-13,Zapada cinctipes,27,FALSE,Arthropoda,Insecta,NA,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,4,SH,SP,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Baetis tricaudatus complex,44,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Baetidae,NA,NA,Baetis,4,CG,CN,multi,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Brillia,40,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Brillia,4,SH,BU,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Ceratopogoninae,1,FALSE,Arthropoda,Insecta,NA,Diptera,Ceratopogonidae,Ceratopogoninae,NA,NA,4,PR,SP,uni,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Chelifera/Metachela,4,FALSE,Arthropoda,Insecta,NA,Diptera,Empididae,Hemerodromiinae,Hemerodromiini,Chelifera/Metachela,4,PR,CN,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Corynoneura,6,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Corynoneura,4,CG,SP,multi,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Crangonyx,5,FALSE,Arthropoda,Malacostraca,NA,Amphipoda,Crangonyctidae,NA,NA,Crangonyx,5,CG,SW,multi,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Dicosmoecus gilvipes,1,FALSE,Arthropoda,Insecta,NA,Trichoptera,Limnephilidae,Dicosmoecinae,NA,Dicosmoecus,3,SC,CN,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Dicranota,1,FALSE,Arthropoda,Insecta,NA,Diptera,Pediciidae,Pediciinae,NA,Dicranota,4,PR,CN,uni,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Diplocladius cultriger,4,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Diplocladius,5,CG,SP,multi,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Dixa,5,FALSE,Arthropoda,Insecta,NA,Diptera,Dixidae,NA,NA,Dixa,4,CG,SW,multi,SPEC,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Elmidae,9,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,NA,NA,NA,NA,CG,CN,semi,RHEO,NA,NA,TRUE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Eukiefferiella,18,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Eukiefferiella,4,CG,SP,multi,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Glossosoma,37,FALSE,Arthropoda,Insecta,NA,Trichoptera,Glossosomatidae,Glossosomatinae,Glossosomatini,Glossosoma,4,SC,CN,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Heptageniidae,4,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Heptageniidae,NA,NA,NA,3,SC,CN,uni,RHEO,NA,NA,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Heterlimnius corpulentus,26,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,Elminae,NA,Heterlimnius,3,SC,CN,semi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Heterotanytarsus,2,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Heterotanytarsus,3,CG,SP,multi,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Heterotrissocladius marcidus group,1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Heterotrissocladius,4,CG,SP,multi,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Kogotus/Rickera,4,FALSE,Arthropoda,Insecta,NA,Plecoptera,Perlodidae,Perlodinae,Diploperlini,Kogotus/Rickera,4,PR,CN,uni,RHEO,NA,cold,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Leptophlebiidae,1,FALSE,Arthropoda,Insecta,NA,Ephemeroptera,Leptophlebiidae,NA,NA,NA,3,CG,SP,uni,DEPO,NA,NA,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Leuctridae,1,FALSE,Arthropoda,Insecta,NA,Plecoptera,Leuctridae,NA,NA,NA,3,SH,SP,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Limnephilidae,1,FALSE,Arthropoda,Insecta,NA,Trichoptera,Limnephilidae,NA,NA,NA,3,UN,UN,UN,UNKN,NA,NA,TRUE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Micropsectra,53,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,4,CG,SP,multi,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Narpus concolor,6,FALSE,Arthropoda,Insecta,NA,Coleoptera,Elmidae,Elminae,NA,Narpus,4,CG,CN,semi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Nemouridae,34,FALSE,Arthropoda,Insecta,NA,Plecoptera,Nemouridae,NA,NA,NA,4,SH,SP,UN,RHEO,NA,cold_cool,TRUE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Neoplasta,3,FALSE,Arthropoda,Insecta,NA,Diptera,Empididae,Hemerodromiinae,Hemerodromiini,Neoplasta,4,PR,CN,uni,RHEO,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Oligochaeta,25,FALSE,Annelida,Clitellata,Oligochaeta,NA,NA,NA,NA,NA,4,CG,BU,uni,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Parorthocladius,1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Orthocladiinae,NA,Parorthocladius,3,CG,SP,multi,RHEO,NA,cold,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Pedicia,1,FALSE,Arthropoda,Insecta,NA,Diptera,Pediciidae,Pediciinae,NA,Pedicia,3,PR,BU,uni,SPEC,TRUE,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Polypedilum,1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,4,OM,CB,multi,GENE,NA,cool_warm,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Pseudodiamesa,1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Diamesinae,Diamesini,Pseudodiamesa,3,CG,SP,multi,GENE,NA,cold,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Reomyia,1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Reomyia,NA,PR,UN,multi,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Rhyacophila betteni group,1,FALSE,Arthropoda,Insecta,NA,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,3,PR,CN,semi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Rhyacophila blarina,4,FALSE,Arthropoda,Insecta,NA,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,3,PR,CN,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Rhyacophila grandis group,1,FALSE,Arthropoda,Insecta,NA,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,3,PR,CN,semi,HEAD,TRUE,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Rhyacophila narvae,2,FALSE,Arthropoda,Insecta,NA,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,3,PR,CN,uni,RHEO,NA,cold,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Simulium,29,FALSE,Arthropoda,Insecta,NA,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,4,CF,CN,multi,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Skwala,9,FALSE,Arthropoda,Insecta,NA,Plecoptera,Perlodidae,Perlodinae,Arcynopterygini,Skwala,3,PR,CN,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Sphaeriidae,1,FALSE,Mollusca,Bivalvia,NA,Veneroida,Sphaeriidae,NA,NA,NA,4,CF,BU,semi,GENE,NA,NA,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Stempellinella,15,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,4,CG,SP,multi,GENE,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Sweltsa,4,FALSE,Arthropoda,Insecta,NA,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Sweltsa,4,PR,BU,uni,RHEO,NA,cold_cool,FALSE
MARIPACNW,King County - DNRP,173,Tt_261,4589_7079,7079,2012-08-22,Thienemannimyia group,1,FALSE,Arthropoda,Insecta,NA,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia group,4,PR,SP,multi,GENE,NA,cool_warm,FALSE
